Sr._No.,KYC_Attributes,Surname,Name,Father_Name,Mother_Name,Spouse_Name,Date_of_Birth,Gender,Blood_Group,Home_Address,Office_Address,Communication_Address,PAN_no,Aadhar_no,Passport_no,BankAcDetails,CreditCard,Mobile_No,Email_Id,Nationality,Voter_Card_ID,DL,year_of_Birth,Age
14,Driving License,,Kalyani Tata,Pratyush Murthy,,,1979-01-19,Female,,Rto Main Road  Opp  Jhulelal Mandir  Varasia  Bharuch  392001  Gujarat,,"Rto Main Road, Opp. Jhulelal Mandir, Varasia, Bharuch, 392001, Gujarat",0,0,0,0,,8520025883,,Indian,,GJ-1220050000188,1979,42
15,Driving License,,Kirti Prakash,Amrit Devdhar,Sukanya Devdhar,,1981-08-31,Female,,127  A  Har Indl Est  Sun Mill Road  Noida 121101 UttarPradesh,,"127, A, Har Indl Est, Sun Mill Road, Noida,121101,UttarPradesh",0,0,0,0,,6578945248,,Indian,,UP-1220050000100,1981,40
16,Driving License,,Lakshmi Desai,Bijoya Kabra,,,1980-01-10,Female,,95  Alaknanda Villas  PreshitaGarh Jabalpur 482001 Madhya pradesh,,"95, Alaknanda Villas, PreshitaGarh,Jabalpur,482001,Madhya pradesh",0,0,0,0,,5544778879,,Indian,,DL-0420110149646,1980,41
17,Driving License,,Lalita Dutt,Bhima Sanyal,,,1979-07-09,Female,,Jn2/5/a 2  Sector 10  Chickpet  Gangapur 311801 Rajasthan,,"Jn2/5/a-2, Sector 10, Chickpet, Gangapur,311801,Rajasthan",0,0,0,0,,8878797880,,Indian,,RJ-0420110149647,1979,42
18,Driving License,,Lina Dugal,Raman Dhingra,,,1987-11-11,Female,,10  Virar  Orchha   472246  Madhya Pradesh,,"10, Virar, Orcha - 472246, Madhya Pradesh",0,0,0,0,,6242577886,,Indian,,MP-0420110149649,1987,34
19,Driving License,,Akash Mathur,Kamlesh Mathur,,,1989-12-11,Male,,17/18  Vihar  Rajnagar  Aligarh 200201 Uttar Pradesh,,"17/18, Vihar, Rajnagar, Aligarh,200201,Uttar Pradesh",0,0,0,0,,4758699686,,Indian,,DL12200502222188,1989,32
20,Driving License,,Arun Rao,Jitendra Rao,,,1985-12-22,Male,,Flat No 12 Sarita Vihar Nashik 420003  Maharashtra,,"Flat No 12,Sarita Vihar,Nashik,420003, Maharashtra",0,0,0,0,,2222144133,,Indian,,DL12200502222185,1985,36
21,Driving License,,Amar Singh,Rajendra Singh,,,1975-11-22,Male,,H NO 11/1 Radha Nagar Dholpur 328001 Rajashtan,,"H NO 11/1 Radha Nagar Dholpur,328001,Rajashtan",0,0,0,0,,7755331145,,Indian,,DL12200502222181,1975,46
22,Driving License,,Seema Yadav,Rampal Yadav,,,1979-09-23,Female,,Plot No 25 Echelon Square  Sector 32 Dehradun 248003 Uttarakhand,,"Plot No.25,Echelon Square, Sector,32,Dehradun,248003,Uttarakhand",0,0,0,0,,63655225234,,Indian,,DL12200502222123,1979,42
23,Driving License,,Arun Suman,Umardas Dinkar,,,1984-03-20,Male,,H NO 1111  Leelawati  Patoriya Almora  263601 Uttarakhand,,"H NO 1111, Leelawati, Patoriya,Almora, 263601,Uttarakhand",0,0,0,0,,7245877881,,Indian,,DL12200502221123,1984,37
24,Driving License,,Neha Panday,Rajeev Panday,,,1982-03-16,Female,,S N 18/19 Lane No  3 Om Sai Ganesh Nagar Ahmadnagar 414001 Maharashatra,,"S.N.18/19 Lane No  3 Om Sai Ganesh Nagar Ahmadnagar,414001,Maharashatra",0,0,0,0,,8274858522,,Indian,,DL21200502221458,1982,39
25,Driving License,,Ranvir Sharma,Arun Sharma,,,1991-10-10,Male,,House No  07  Aadarsh Nagar  203001 Bulandshahar  UttarPradesh,,"House No. 07, Aadarsh Nagar, 203001,Bulandshahar, UttarPradesh",0,0,0,0,,6352422426,,Indian,,DL012345678,1991,30
26,Driving License,,Gangwar Rajesh ,Santosh Gangwar,,,1986-02-12,Male,,Flat No 17 Ghanta Ghar  Meerut  250001 Uttar Pradesh,,"Flat No 17,Ganta Ghar, Meerut, 250001,Uttar Pradesh",0,0,0,0,,4247586975,,Indian,,DL112345678,1986,35
27,Driving License,,Soni kapil Dubey,Kapil Dubey,Sarita Dubey,Rakesh Dubey,1984-04-13,Female,,76  Veena Society Ravet  411044 Pune  Maharashtra,,"76, Veena Society,Ravet, 411044,Pune, Maharashtra",0,0,0,0,,4758699875,,Indian,,DL342345645,1984,37
28,Driving License,,Neha Pingle,Dinesh Pingle,,,1987-09-05,Female,,Flat No 12 Wing A Sec 7  Mohali 160059 Punjab,,"Flat No 12 Wing A,Sec 7, Mohali,160059,Punjab",0,0,0,0,,6363632526,,Indian,,DL5420050025,1987,34
29,Driving License,,Kiran Mistrry,Ramesh Mistry,,,1980-03-10,Male,,Yogi COHS  B Wing  Flat No 202 60 Feet Road Allaganj Shahjahanpur 242220 Uttar Pradesh,,"Yogi COHS, B Wing, Flat No 202,60 Feet Road,Allaganj,Shahjahanpur,242220,Uttar Pradesh",0,0,0,0,,2423252624,,Indian,,DL6727050025,1980,41
30,Driving License,,Singh Gurjeet ,Harpreet Singh,,,1980-03-12,Male,,SEC 21 2nd Floor  B Block Ranjit Avenue Jaipur 302003 Rajasthan,,"SEC-21 2nd Floor ,B-Block Ranjit Avenue,Jaipur,302003,Rajasthan",0,0,0,0,,7110001712,,Indian,,DL6667050625,1980,41
31,Driving License,,Janhit Gupta,Vinod Gupta,,,1981-05-15,Male,,H  No 233 Gali No 1 Vikhas Nagar Rishikesh Uttarakhand 249201,,"H, No 233,Gali No 1,Vikhas Nagar Rishikesh,Uttarakhand,249201",0,0,0,0,,7120404541,,Indian,,DL5516789666,1981,40
32,Driving License,,Sant Rena,Roop Sant,,,1979-07-17,Female,,M Wing  H No 281 Sanjay Nagar Bhopal 462004 Madhya Pradesh,,"M Wing, H No 281,Sanjay Nagar,Bhopal,462004,Madhya Pradesh",0,0,0,0,,5545575855,,Indian,,DL5512789665,1979,42
33,Driving License,,Kapil Singh,Hetentra Singh,,,1981-02-12,Male,,Ground Floor Flat No  10 Olympica Soc Motibagh Meerut 250003 Uttar Pradesh,,"Ground Floor,Flat No, 10,Olympica Soc,Motibagh,Meerut,250003,Uttar Pradesh",0,0,0,0,,7475767173,,Indian,,DL4512789668,1981,40
34,Driving License,,Rahul Khanna,Sudhir Khanna,,,1978-01-30,Male,,107 Defence Colony Sainikpuri Hyderabad 500094 Andhra Pradesh,,"107,Defence Colony,Sainikpuri,Hyderabad,500094,Andhra Pradesh",0,0,0,0,,71220404543,,Indian,,DL50067894250,1978,43
35,Driving License,,Sunil Ravet,Dhiraj Ravet,Neha Ravet,,1981-04-15,Male,,503 Block B Regency Anantam Talegaon 410506 Maharashtra,,"503 Block B,Regency Anantam,Talegaon,410506,Maharashtra",0,0,0,0,,5745575855,,Indian,,DL5544789645,1981,40
36,Driving License,,Deeplata Suman,Balaram Suman,,,1981-06-14,Female,,678/2  Gali No 6 Jhilmil Colony Rajendra Nagar  Patna 800016 Bihar,,"678/2, Gali No 6,Jhilmil Colony,Rajendra Nagar, Patna,800016,Bihar",0,0,0,0,,7575767174,,Indian,,DL0012789600,1981,40
37,Driving License,,Pankaj MS Mathur,Mansingh Mathur,,,1987-10-25,Male,,15/1 Shimla House Middle Bazar  Lower Bazar  Amirtsar  Punjab 143002,,"15/1,Shimla House,Middle Bazar, Lower Bazar, Amirtsar, Punjab-143002",0,0,0,0,,73230404544,,Indian,,DL50067894250,1987,34
38,Driving License,,Rajeev Chopda,,,,1979-06-08,Male,,226 City Centre  Opp  Guru Nanak Bhawan  Near Bus Stand  Amritsar  Punjab 143001,,"3,City Centre,Mahrauli Gurgaon Rd,A Block, Maruti Colony, Gurugaon, Haryana-122002",0,0,0,0,,5775575856,,Indian,,DL5544789645,1979,42
39,Driving License,,Jadhav Ankur ,Dinesh Jadhav,Aabha Jadhav,Deepa Jadhav,1976-12-20,Male,,Plot 16 Grount Floor  Amar Stambh Zone 1  MP Nagar Jaipur  Rajasthan 302004,,"Plot 16,Grount Floor, Amar Stambh,Zone 1, MP Nagar,Jaipur, Rajasthan-302004",0,0,0,0,,7554233992,,Indian,,DL0012789600,1976,45
40,Driving License,,R Megha Tiwari,Roop Tiwari,,,1976-04-15,Female,,34/35 Mathura Vihar  Nr Vijay Nagar  Kanchan Vihar Patna  Bihar 800005,,"34/35 Mathura Vihar, Nr Vijay Nagar, Kanchan Vihar,Patna, Bihar-800005",0,0,0,0,,9723099669,,Indian,,DL52267894252,1976,45
41,Driving License,,Mohit Yadav,,,,1979-06-08,Male,,Plot No26 7 Mantri Wadi S Vivekanand Road  Sankar Vihar New Delhi 110010,,"Plot No26-7 Mantri Wadi,S Vivekanand Road ,Sankar Vihar,New Delhi-110010",0,0,0,0,,9520457844,,Indian,,DL57767894277,1979,42
42,Driving License,,Ankur Kurmi,Kurmi Dinesh,,,1976-12-20,Male,,Plot 125 Grount Floor  Amar Stambh Zone 1  Mohan Nagar Nagpur Maharashtra 440001,,"Plot 125,Grount Floor, Amar Stambh,Zone 1, Mohan Nagar,Nagpur,Maharashtra-440001",0,0,0,0,,7204237858,,Indian,,DL567767894267,1976,45
43,Driving License,,V Pooja Tiwari,Vijay Tiwari,,,1976-04-15,Female,,06  Saket Commercial Complex  Kanchan Vihar Railway Road Patna  Bihar 800005,,"06, Saket Commercial Complex, Kanchan Vihar,Railway Road,Patna, Bihar-800005",0,0,0,0,,9323099669,,Indian,,DL47857894252,1976,45
44,Driving License,,Mohit Malik,,,,1979-06-08,Male,,H No 26/1 Mantri Wadi S Vivekanand Road  Sankar Vihar New Delhi 110010,,"H No 26/1 Mantri Wadi,S Vivekanand Road ,Sankar Vihar,New Delhi-110010",0,0,0,0,,9523457844,,Indian,,DL57700894277,1979,42
45,Driving License,,Kuldeep Saini,Saini Dipendra,,,1976-12-20,Male,,25 Grount Floor  Amar Stambh Zone 1  Mohan Nagar Nagpur Maharashtra 440001,,"25,Grount Floor, Amar Stambh,Zone 1, Mohan Nagar,Nagpur,Maharashtra-440001",0,0,0,0,,7224237852,,Indian,,DL720767894267,1976,45
46,Driving License,,Gautam Sarita ,Ramesh Gautam,,,1978-04-23,Female,,6 Jayshree  Shankar Soc Khar Road West Mumbai Maharashtra 400052,,"6 Jayshree, Shankar Soc,Khar Road West,Mumbai,Maharashtra-400052",0,0,0,0,,9413099664,,Indian,,DL3245694252,1978,43
47,Driving License,,Nitin Singh,,,,1982-01-15,Male,,250 Jatia Rajendra Nagar Tata Nagar Road Jharkhand 831002,,"250 Jatia,Rajendra Nagar,Tata Nagar Road,Jharkhand-831002",0,0,0,0,,3612382381,,Indian,,DL57702894277,1982,39
48,Driving License,,Rajnesh Thakur,Thakur Rajendra,,,1976-12-20,Male,,B 183 Rajaji Puram Guwahati  Assam 781003,,"B-183,Rajaji Puram,Guwahati, Assam-781003",0,0,0,0,,3345577813,,Indian,,DL726767894266,1976,45
49,Driving License,,Gautam Nikita ,Ramesh Gautam,,,1981-05-15,Female,,6b Sultan Alam Road Khar Road West Mumbai Maharashtra 400052,,"6b,Sultan Alam Road,Khar Road West,Mumbai,Maharashtra-400052",0,0,0,0,,9125199655,,Indian,,DL0245694250,1981,40
50,Driving License,,Suraj Shah,,,,1982-10-10,Male,,16/3 Jagannathan Road Tata Nagar Road Jharkhand 831002,,"16/3 Jagannathan Road,Tata Nagar Road,Jharkhand-831002",0,0,0,0,,3612382381,,Indian,,DL57702894277,1982,39
51,Driving License,,Jitendra Kajla,Kajla Rajendra,,,1976-12-20,Male,,C 35 Udyogpuram Industrial Estate Guwahati  Assam 781003,,"C-35,Udyogpuram Industrial Estate,Guwahati, Assam-781003",0,0,0,0,,3155577816,,Indian,,DL856767894267,1976,45
52,Driving License,,Satpal Pawan ,Rakesh Satpal,,,1981-06-15,Male,,16 Hari Om Heritage  Sector 21 Plot No8 Khar Road West Mumbai Maharashtra 400052,,"16,Hari Om Heritage, Sector 21,Plot No8,Khar Road West,Mumbai,Maharashtra-400052",0,0,0,0,,2297742559,,Indian,,DL1245694211,1981,40
53,Driving License,,Jay Vora,,,,1982-10-10,Male,,B/103 Asmita Cres  Nr Asmita Club Tata Nagar Road Jharkhand 831002,,"B/103,Asmita Cres, Nr Asmita Club,Tata Nagar Road,Jharkhand-831002",0,0,0,0,,3772382382,,Indian,,DL17712894271,1982,39
54,Driving License,,Vardan Sharma,Sharma Rajendra,,,1976-12-20,Male,,C 35 Udyogpuram Industrial Estate Guwahati  Assam 781003,,"C-35,Udyogpuram Industrial Estate,Guwahati, Assam-781003",0,0,0,0,,3365577813,,Indian,,DL006767894267,1976,45
55,Driving License,,Parab Shabdantika ,Rakesh Parab,,,1983-03-15,Female,,A/601 DSK Saraswati Vaishet Pada  No8 Khar Road West Mumbai Maharashtra 400052,,"A/601,DSK Saraswati,Vaishet Pada  No8,Khar Road West,Mumbai,Maharashtra-400052",0,0,0,0,,3297742559,,Indian,,DL6545694215,1983,38
56,Driving License,,Hasti Vora,,,,1982-10-10,Female,,H No 17 Sunder Prakash Co hsg society Tata Nagar Road Jharkhand 831002,,"H No-17 Sunder Prakash Co.hsg.society,Tata Nagar Road,Jharkhand-831002",0,0,0,0,,8237723823,,Indian,,DL97712894279,1982,39
57,Driving License,,Rikita Modi,Modi Rajendra,,,1976-12-20,Female,,Plot No F 7  Industrial Area  Guwahati  Assam 781003,,"Plot No F-7, Industrial Area, Guwahati, Assam-781003",0,0,0,0,,9480644272,,Indian,,DL476767894464,1976,45
58,Driving License,,Dhawan Adwait ,Anil Dhawan,,,2001-02-15,Male,,D/521 Visava CHS Haji Bapu Road Khar Road GharWest Mumbai Maharashtra 400052,,"D/521,Visava CHS Haji Bapu Road,Khar Road GharWest,Mumbai,Maharashtra-400052",0,0,0,0,,7297747557,,Indian,,DL8555694471,2001,20
59,Driving License,,Kanishka Khopar,,,,1985-09-11,Female,,A/33 Kailashchandra CHS LTD Mahindra Nagar Ranchi Jharkhand 831002,,"A/33,Kailashchandra CHS LTD,Mahindra Nagar,Ranchi,Jharkhand-831002",0,0,0,0,,8237725832,,Indian,,DL97712812589,1985,36
60,Driving License,,Yeshvi Shah,Shah Jignesh,,,1976-12-20,Female,,H No 21 Om Sai Krupa bldg Guwahati  Assam 781003,,"H No 21,Om Sai Krupa bldg Guwahati, Assam-781003",0,0,0,0,,9280644272,,Indian,,DL78452145,1976,45
61,Driving License,,Nayak Dron ,Sehul Nayak,,,2001-02-15,Male,,G 2 Sayani Chawl Ranisati Marg Opp Laxminarayan Temple Talegaon Maharashtra 400052,,"G-2,Sayani Chawl Ranisati Marg,Opp Laxminarayan Temple,Talegaon,Maharashtra-400052",0,0,0,0,,9357443432,,Indian,,DL1554691474,2001,20
62,Driving License,,Yamini Prajapati,,,,1985-09-11,Female,,SP 21  Sector C  Chetan Vihar Colony Ranchi Jharkhand 831002,,"SP 21, Sector C, Chetan Vihar Colony,Ranchi,Jharkhand-831002",0,0,0,0,,9707427430,,Indian,,DL98782882589,1985,36
63,Driving License,,Vedika Patil,Patil Manish,,,1976-12-20,Female,,705 Ashirwad Building C 3 Near Kabutar Khana Guwahati  Assam 781003,,"705,Ashirwad Building C-3,Near Kabutar Khana Guwahati, Assam-781003",0,0,0,0,,7067426070,,Indian,,DL78452645,1976,45
64,Driving License,,Tripathi Anirudh ,Shahil Tripathi,,,2001-01-15,Male,,H NO 01 Rani Laxmi Marg  Krishna Nagar Ravet Pune Maharashtra 400052,,"H NO 01,Rani Laxmi Marg ,Krishna Nagar,Ravet,Pune,Maharashtra-400052",0,0,0,0,,9657443965,,Indian,,DL220030041,2001,20
65,Driving License,,Khushi Prajapati,,,,1985-09-11,Female,,2  1st Floor  West Row  Circus Avenue Ranchi Jharkhand 831002,,"2, 1st Floor, West Row, Circus Avenue,Ranchi,Jharkhand-831002",0,0,0,0,,9524389355,,Indian,,DL46782682569,1985,36
66,Driving License,,Sanika Gopale,Gopale Manish,,,1976-12-20,Female,,4/996  Old Mahabalipuram Road  Guwahati  Assam 781003,,"4/996, Old MG Road, Guwahati, Assam-781003",0,0,0,0,,9234020133,,Indian,,DL78002647,1976,45
67,Driving License,,Pingle Mayur ,Shahil Pingle,,,1999-03-15,Male,,B/103  Asmita Cres  Nr Asmita Club Ravet Pune Maharashtra 400052,,"B/103, Asmita Cres, Nr Asmita Club,Ravet,Pune,Maharashtra-400052",0,0,0,0,,9657443965,,Indian,,DL785430041,1999,22
68,Driving License,,Aachal Ambaliya,,,,1988-09-11,Female,,2nd Floor Centre Point  Above Pizza Hut Circus Avenue Ranchi Jharkhand 831002,,"2nd Floor Centre Point, Above Pizza Hut Circus Avenue,Ranchi,Jharkhand-831002",0,0,0,0,,9024389355,,Indian,,DL40782682560,1988,33
69,Driving License,,Deepa Dhale,Dhale Mahesh,,,1976-12-20,Female,,18  Civic Centre  Khandelwal Complex  Opp Prabhu Vandana Talkies Guwahati  Assam 781003,,"18, Civic Centre, Khandelwal Complex, Opp Prabhu Vandana Talkies,Guwahati, Assam-781003",0,0,0,0,,9034020133,,Indian,,DL78332647,1976,45
70,Driving License,,More Hitesh ,Shahil More,,,1986-04-21,Male,,330  Goshamahal Road  Begum Baza Pune Maharashtra 400052,,"330, Goshamahal Road, Begum Baza,Pune,Maharashtra-400052",0,0,0,0,,9657443958,,Indian,,DL230430019,1986,35
71,Driving License,,Saniya Maniyar,,,,1988-07-24,Female,,Plot No 430A  Industrial Area  Phase II Naya Raipur Road Ranchi Jharkhand 831002,,"Plot No 430A, Industrial Area, Phase II,Naya Raipur Road,Ranchi,Jharkhand-831002",0,0,0,0,,9024389328,,Indian,,DL7468268249,1988,33
72,Driving License,,Anita Dhale,Dhale Manish,,,1989-05-23,Female,,10  Patrakar Colony Government Press Road  Bamunimaidam Guwahati  Assam 781003,,"10, Patrakar Colony,Government Press Road, Bamunimaidam,Guwahati, Assam-781003",0,0,0,0,,9034020129,,Indian,,DL23792647,1989,32
73,Driving License,,Sharma Vishal ,Shailesh Sharma,,,1986-04-21,Male,,111 Pettah Jn  Anayara Road Kolhapur Maharashtra 456052,,"111,Pettah Jn, Anayara Road,Kolhapur,Maharashtra-456052",0,0,0,0,,9007443958,,Indian,,DL23178019,1986,35
74,Driving License,,Sikha Rathor,,,,1988-07-24,Female,,102 Truck Parking AB Rd   RaipurRoad Ranchi Jharkhand 831902,,"102 Truck Parking,AB Rd,  RaipurRoad,Ranchi,Jharkhand-831902",0,0,0,0,,9774389328,,Indian,,DL6325268249,1988,33
75,Driving License,,Anju Singh,Singh Mahendra,,,1989-05-23,Female,,P2  Awadh Puri  Opposite Ram Mandir   Shilchar  Assam 781803,,"P2, Awadh Puri, Opposite Ram Mandir, ,Shilchar, Assam-781803",0,0,0,0,,9934029129,,Indian,,DL53792653,1989,32
76,Driving License,,Shirke Vaasu ,Satish Shirke,,,1986-05-21,Male,,Plot No 51 A  Ranjana Enclav Kolhapur Maharashtra 456052,,"Plot No-51 A, Ranjana Enclav,Kolhapur,Maharashtra-456052",0,0,0,0,,9007440058,,Indian,,DL50178019,1986,35
77,Driving License,,Shivani Rathor,,,,1986-08-24,Female,,B 89  New Vishwakarma Nagar Raipur Road Ranchi Jharkhand 831902,,"B,89, New Vishwakarma Nagar,Raipur Road,Ranchi,Jharkhand-831902",0,0,0,0,,9700389328,,Indian,,DL6350268249,1986,35
78,Driving License,,Aakriti Sonar,Sonar Mohit,,,1988-05-23,Female,,120 Okay PLUS House  Kiran Path  Suraj Nagar  Shilchar  Assam 781803,,"120,Okay PLUS House, Kiran Path, Suraj Nagar ,Shilchar, Assam-781803",0,0,0,0,,9004029129,,Indian,,DL53750653,1988,33
79,Driving License,,Thakkar Daksh ,SushilThakkar,,,1986-06-21,Male,,8/9  Shreeji Estate  Veraval Main Rd  Opp Sumangal Casting Kolhapur Maharashtra 456063,,"8/9, Shreeji Estate, Veraval Main Rd, Opp Sumangal Casting,Kolhapur,Maharashtra-456063",0,0,0,0,,9870552730,,Indian,,DL6423589,1986,35
80,Driving License,,Jyoti Choubey,,,,1986-09-24,Female,,B 33  Site   1  B S Road Indl Area Raipur Road Ranchi Jharkhand 831942,,"B 33, Site - 1, B S Road Indl Area,Raipur Road,Ranchi,Jharkhand-831942",0,0,0,0,,8700389327,,Indian,,DL93502682,1986,35
81,Driving License,,Pooja Sonar,Sonar Mahipal,,,1988-05-14,Female,,13/17  4th Floor  Kanchan Bhawan Kavi Nagar Shilchar  Assam 781843,,"13/17, 4th Floor, Kanchan Bhawan,Kavi Nagar,Shilchar, Assam-781843",0,0,0,0,,6004029126,,Indian,,DL73750657,1988,33
82,Driving License,,Thakkar Ranvir ,SurendraThakkar,,,1986-02-21,Male,,Plot No 25  Institutional Area Sec 15 Kolhapur Maharashtra 556062,,"Plot No 25, Institutional Area,Sec 15,Kolhapur,Maharashtra-556062",0,0,0,0,,9870552799,,Indian,,DL9923589,1986,35
83,Driving License,,Asmita Keshwa,,,,1986-09-24,Female,,38  Avishkar Complex  Old Padra Road Ranchi Jharkhand 831946,,"38, Avishkar Complex, Old Padra Road,Ranchi,Jharkhand-831946",0,0,0,0,,8700399327,,Indian,,DL99502682,1986,35
84,Driving License,,Bina Samuel,Samuel Mahesh,,,1988-05-24,Female,,461  Apmc Mkt   1  central Facility Bldg No  Phase 2  Sector 19  Kavi Nagar Shilchar  Assam 881843,,"461, Apmc Mkt - 1 ,central Facility Bldg No, Phase 2, Sector 19, Kavi Nagar,Shilchar, Assam-881843",0,0,0,0,,6099029126,,Indian,,DL79950657,1988,33
85,Driving License,,Variava Rishi ,JitendraVariava,,,1986-02-21,Male,,1301 Maa Enrich Jangla Nagar Near Bank of Maharashtra Kolhapur Maharashtra 556062,,"1301,Maa Enrich,Jangla Nagar,Near Bank of Maharashtra,Kolhapur,Maharashtra-556062",0,0,0,0,,9832552799,,Indian,,DL5023580,1986,35
86,Driving License,,Riddhi Variava,JitendraVariava,,,1986-09-24,Female,,204  Nimbalkar Chambers  Kharivav Road  Dandia Bazar Durg Jharkhand 831946,,"204, Nimbalkar Chambers, Kharivav Road, Dandia Bazar,Durg,Jharkhand-831946",0,0,0,0,,8750399327,,Indian,,DL50502680,1986,35
87,Driving License,,Vrushti Limbachiya,Limbachiya Mahesh,,,1988-05-24,Female,,205  Hari Om Nagar Sector 21  Plot No 8 Shilchar  Assam 621843,,"205, Hari Om Nagar Sector 21, Plot No 8,Shilchar, Assam-621843",0,0,0,0,,6099509126,,Indian,,DL50950650,1988,33
88,Driving License,,Variava Janhit ,Chandrapal Variava,,,1986-02-27,Male,,12  1st Fl  174  Gold Mohur  Princess Street  Chira Bazar Kolhapur Maharashtra 466062,,"12, 1st Fl, 174, Gold Mohur, Princess Street, Chira Bazar Kolhapur,Maharashtra-466062",0,0,0,0,,6432552799,,Indian,,DL6423584,1986,35
89,Driving License,,Sarika Sharma,Dinesh Sharma,,,1989-09-24,Female,,56/333  Mahavir Chmbs  Samuel Street  Nagdevi Durg Jharkhand 331946,,"56/333, Mahavir Chmbs, Samuel Street, Nagdevi,Durg,Jharkhand-331946",0,0,0,0,,6450399327,,Indian,,DL64502684,1989,32
90,Driving License,,Vaishali Limbachiya,Limbachiya Srikant,,,1990-05-24,Female,,1  Jawahar Kunj  Daftari Road  Shivaji ChowkShilchar  Assam 281843,,"1, Jawahar Kunj, Daftari Road, Shivaji ChowkShilchar, Assam-281843",0,0,0,0,,6499509126,,Indian,,DL64950654,1990,31
