Sr._No.,KYC_Attributes,Surname,Name,Father_Name,Mother_Name,Spouse_Name,Date_of_Birth,Gender,Blood_Group,Home_Address,Office_Address,Communication_Address,PAN_no,Aadhar_no,Passport_no,BankAcDetails,CreditCard,Mobile_No,Email_Id,Nationality,Voter_Card_ID,DL,year_of_Birth,Age
12,NCRB,,Prasad Dani,Hanumant Dani,Shakuntala Dani,Hema Dani,1975-04-19,Male,,Plot No  120  Near Gol Market  Masjid Bunder  Mumbai   400009,,"Plot No. 120, Near Gol Market, Masjid Bunder, Mumbai - 400009",0,0,0,0,,0,Prasadd@fakemail.com,Indian,,,1975,46
13,NCRB,,Prasanna Ravel,,,,1987-09-09,Male,,120  Nitika Villas  Dadar Rajkot   283238  Gujarat,,"120, Nitika Villas, Dadar Rajkot - 283238, Gujarat",0,0,0,0,,0,,Indian,,,1987,34
14,NCRB,,Devika Malhotra,,,Mahadev Malhotra,1986-03-13,Female,,240(271)  Lloyds Road  Royapetah  Bhayandar (east)  Mumbai  401105  Maharashtra,,"240(271), Lloyds Road, Royapetah, Bhayandar (east), Mumbai, 401105, Maharashtra",0,0,0,0,,0,,Indian,,,1986,35
15,NCRB,,Devika,Amrit Sheth,Preshita Sheth,,1981-08-29,Female,,49  Nayan Nagar  Jaipur   302001  Rajasthan,,"49, Nayan Nagar, Jaipur - 302001, Rajasthan",UDERE6766B,0,0,0,,0,,Indian,,,1981,40
16,NCRB,,Devika Sawhney,,Kavita Balan,,1983-07-15,Female,,20  9 Main  Jayanagar  Ajabpur 248121 Uttarakhand,,"20, 9 Main, Jayanagar, Ajabpur,248121,Uttarakhand",OPLGC1234A,0,0,0,,0,,Indian,,,1983,38
17,NCRB,,Dinesh AS Toor,Akhilesh Toor,Sonali Toor,,1979-05-23,Male,,Wp 489  Shiv Market  Gala No 9 Davale Nagar  Vikhas Nagar Dehradun Uttarakhand 248003,,"Wp 489, Shiv Market, Gala No.9 Davale Nagar, Vikhas Nagar Dehradun Uttarakhand,248003",0,0,0,0,,0,,Indian,,,1979,42
18,NCRB,,Anees Chokshi,Arrnab Chokshi,Kanak Chokshi,,1991-10-25,Male,,A 3/15  Asaf Ali Road  Bankura  700627  West Bengal,,"A-3/15, Asaf Ali Road, Bankura, 700627, West Bengal",0,0,0,0,,0,,Indian,,,1991,30
19,NCRB,,Anjana Pandey,Dhanraj Malviya,,,1981-07-18,Female,,B 18  Vinco Chem  Ind  Estate  Panchal Road  Puducherry  605001  Tamil Nadu,,"B-18, Vinco Chem. Ind. Estate, Panchal Road, Puducherry, 605001, Tamil Nadu",0,0,0,0,,0,,Indian,,,1981,40
20,NCRB,,Anusha Kant,Venkata Iyer,Anaya Iyer,,1986-03-13,Female,,B 9  Aditya Apt  Chimpoly Road  Beguri  Bangalore  560068,,"B 9, Aditya Apt, Chimpoly Road, Beguri, Bangalore, 560068",0,0,0,0,,0,,Indian,,,1986,35
21,NCRB,,Apurva Prabodh Bahl,,Chhavi Mandad,,1975-09-06,Female,,17  New No 18 a  Athipattan Street Chintadripet  Bangalore  560028  Karnataka,,"17, New No 15-a, Athipaattan Stret Chintadripet, Bangalore, 560028, Karnataka",0,0,0,0,3625142523212320.0,9966445521,,Indian,,,1975,46
22,NCRB,,Aravind Bassi,Charlie Roy,Basanti Roy,,1980-07-18,Male,,33  Nishthaa Villas  Farah Chowk Vasai   401208  Maharashtra,,"33, Nishthaa Villas, Farah Chowk Vasai - 401208, Maharashtra",0,0,0,0,1542326699533600.0,2211332123,,Indian,,,1980,41
23,NCRB,,Aravind Bela Bassi,Chamraj Roy,Bela Roy,,1982-07-18,Male,,33  Nishtha Villaas  Kolkata   346219  West Bengal,,"33, Nishtha Villas, Kolkata - 346219, West Bengal",0,0,0,0,,0,,Indian,,,1982,39
24,NCRB,,Pankaj Mathur,Mansingh Mathur,Seema Mathur,,1989-01-25,Male,,A 404 Sai Sundram Opp Aanaddham Nalasopara East Thane Mumbai 401209,,A 404 Sai Sundram Opp Aanaddham Nalasopara East Thane Mumbai-401209,0,0,0,0,,0,,Indian,,,1989,32
25,NCRB,,Arjun Pai,Ritesh,,,1981-01-26,Male,,B/702 sec 7  Sunlight Tower Bldg  Shadipur 110008  DElhi,,"B/702 sec 7, Sunlight Tower Bldg, Shadipur 110008, Delhi",0,0,0,0,,0,,Indian,,,1981,40
26,NCRB,,Aryan Srinivas,Karthik Srinivas,Manjushri Srinivas,,1985-05-05,Male,,53/8  Arjun Nagar Phash 2  Gurugaon 122001 Haryana,,"53/8, Arjun Nagar Phash 2, Gurugaon,122001,Haryana",0,0,0,0,,0,,Indian,,,1985,36
27,NCRB,,Azhar Shanker,Ayushman,Anandi,,1969-09-23,Male,,"1501  15th Floor  Maker Chambers VI  
Bangalore  560025  Karnataka",,"1501, 15th Floor, Maker Chambers VI, 
Bangalore, 560025, Karnataka",0,0,0,0,,0,,Indian,,,1969,52
28,NCRB,,Bhavana Rattan,Akshay Hajare,,,1985-07-17,Female,,1/22  Whs Timber Market  Hyderabad  500001  Andhra Pradesh,,"1/22, Whs Timber Market, Hyderabad, 500001, Andhra Pradesh",0,0,0,0,,0,,Indian,,,1985,36
29,NCRB,,Bhushan Jadhav,Gangadhar Jadhav,,,1978-12-20,Male,,Flat No  177  Rajas Society  Mulund  Mumbai   410026 Maharashtra,,"Flat No. 177, Rajas Society, Mulund, Mumbai - 410026 Maharashtra",0,0,0,0,,0,,Indian,,,1978,43
30,NCRB,,Brock S Rastogi,Samuel,Rita,,1981-04-10,Male,,202  Anant Appartment  Siyapura  Raopura  Vadodara 390001  Gujarat,,"202, Anant Appartment, Siyapura, Raopora, Vadodara 390001, Gujarat",0,0,0,0,,0,,Indian,,,1981,40
31,NCRB,,Chandni A Mehan,Arman Javlekar,,,1986-08-15,Female,,24  Saban Complex  resrdblr 25  Opp Imperial Hotel  Colaba  Mumbai  400005  Maharashtra,,"24, Saban Complex, resrdblr-25, Opp Imperial Hotel, Colba, Mumbai, 400005, Maharashtra",0,0,0,0,,0,,Indian,,,1986,35
32,NCRB,,Chetan,Mehul Bhatti,Usha Bhatti,,1984-08-14,Male,,87  Bandra  Bandra  West Mumabi 400050 Maharashtra,,"87, Bandra, Bandra, West Mumabi,400050 Maharashtra",0,0,0,0,,0,,Indian,,,1984,37
33,NCRB,,Chetan,Amir Mehta,,,1990-09-19,Male,,82  Borivali  Bhopal   539238  Madhya Pradesh,,"82, Borivali, Bhopal - 539238, Madhya Pradesh",0,0,0,0,,0,,,,,1990,31
34,NCRB,,Chetan,Nirmal Naik,,,1979-09-10,Male,,94  HeerPur  Alwar   199767  Rajasthan,,"94, HeerPur, Alwar - 199767, Rajasthan",0,0,0,0,,0,,,,,1979,42
35,NCRB,,Darshana Peri,Jawahar Rao,,,1998-03-21,Female,,70  Sumit Heights  Yerwada Bikaner   349205  Rajasthan,,"70, Sumit Heights, Yerwada Bikaner - 349205, Rajasthan",0,0,0,0,,0,,Indian,,,1998,23
36,NCRB,,Deepak Kapadia,Devraj Kapadia,,,1981-10-21,Male,,48  Heena Society  NareshGunj Ranchi   296512  Jharkhand,,"48, Heena Society, NareshGunj Ranchi - 296512, Jharkhand",0,0,0,0,,0,,Indian,,,1981,40
37,NCRB,,Deepesh D Chadha,Deelip,,,1981-08-31,Male,,6  Maska Chawl  Seev Trombay Road  Near Yogi  Chembur  Mumbai 400071  Maharashtra,,"6, Maska Chawl, Seev Trombay Road, Near Yogi, Chembur, Mumbai 400071, Maharashtra",FSUGC6234A,0,0,0,,0,,Indian,,,1981,40
38,NCRB,,Pratik Apte,Sadanand Apte,Suvarna Apte,Prarthana Apte,1979-01-20,Male,,House No  10  Lal Bahadur Shastri Road  Rajkot   283238  Gujarat,,"House No. 10, Lal Bahadur Shastri Road, Rajkot - 283238, Gujarat",0,0,0,0,,0,,,,,1979,42
39,NCRB,,Prem Padagavakar,,,,1986-09-07,Male,,House No  5  S P Road  Vashi Mumbai 400705 Maharashtra,,"House No. 5, S P Road, Vashi Mumbai 400705 Maharashtra",0,0,0,0,,0,,Indian,,,1986,35
40,NCRB,,Priyanka Bedi,,,,1981-04-10,Female,,12  Devi Heights  Kharadi  Agra   471463  Uttar Pradesh,,"12, Devi Heights, Kharadi, Agra - 471463, Uttar Pradesh",0,0,0,0,,0,,,,,1981,40
41,NCRB,,Radha Thakur,Mohandas,Sreelatha,Rajan,1990-10-22,Female,,Flat No  25  Rajkunwar Building  Chennai  600002  Tamil Nadu,,"Flat No. 25, Rajkunwar Building, Chennai, 600002, Tamil Nadu",0,0,0,0,,0,,,,,1990,31
42,NCRB,,Rajnish Dar,,,,1980-07-19,Male,,25  Sushmita Heights  Kharadi Pilani   209647,,"25, Sushmita Heights, Kharadi Pilani - 209647",NPRDE9089U,755544112233,0,0,,0,,,,,1980,41
43,NCRB,,Dinesh RS Yadav,Ram Yadav,Seeta Yadav,,1990-09-21,Male,,House No  25  Neelaya Society  Auto Market  Hisar   125001 Haryana,,"House No. 25, Neelaya Society, Auto Market, Hisar - 125001 Haryana",APGPB6566G,0,0,0,,0,,Indian,,,1990,31
44,NCRB,,Durga R Balakrishnan,Rohan Garg,Renu Garg,,1979-06-07,Female,,27/28 Woods Road  Annaa Salae  Bangalore  560079  Karnataka,,"27/28 Woods Road, Annaa Salae, Bangalore, 560079, Karnataka",0,0,0,0,,0,,Indian,,,1979,42
45,NCRB,,Falguni Kant,Sharad Pant,Dhwani Pant,Naresh Kant,1983-08-31,Female,,1/a  1  Vasanthnagar  Dange Chowk  Pune 411033 Maharashtra,,"1/a, 1, Vasanthnagar, Dange Chowk, Pune,411033 Maharashtra",OBAPJ8155L,221133446845,0,0,,0,,Indian,,,1983,38
46,NCRB,,Gajendra Vishnu Thakkar,Vishnu,Kaumari,,1989-06-25,Male,,E/103 a Simla House  51 b Nepeasea Road  August Kranti Marg Airport Marg Mumbai  400099,,"E/103-a Simla House, 51-b Nepeasea Road, August Kranti Marg,Airport Marg Mumbai, 400099",0,789678981232,0,0,,0,,Indian,,,1989,32
47,NCRB,,Gauransh M Bhatt,Mahesh,,Gauri,1990-09-21,Male,,87  Furniture Bloock  Kirti Nagar  Delhi 110015  Delhi,,"87, Furniture Block, Kirti Nagar, Delhi 110015, Delhi",PQCRB6666G,0,0,0,,0,,Indian,,,1990,31
48,NCRB,,Gayatri Subramanian,,Rohini Ranganathan,,1998-02-21,Female,,6/3 wareroad frazertown bangalore 5  Frazer Town  Bandra West mumbai 400050 Maharashtra,,"6/3,wareroad,frazertown,bangalore-5, Frazer Town, Bandra West,mumbai,400050,Maharashtra",LPPJH8748H,478526127004,0,0,,0,,Indian,,,1998,23
49,NCRB,,Geetanjali,Ayush Bhavalakar,,,1979-01-26,Female,,Narayan Bldg  Near Swami Narayan Temple  Dadar (c r )  Mumbai  400014  Maharashtra,,"Narayan Bldg, Near Swami Narayan Temple, Dadar (c.r.), Mumbai, 400014, Maharashtra",BCGER7654N,878786868585,0,0,,0,,Indian,,,1979,42
50,NCRB,,Giaan Menon,Gopal,,,1976-12-20,Male,,"313/31412  25  Musium Road
Grant Road  400007 Mumbai Maharashtra",,"313/31412, 25, Musium Road
Grant Road, 400007,Mumbai Maharashtra",CWWSR3214Q,452156789010,0,0,,0,,,,,1976,45
51,NCRB,,Indira D Alia,Gagan Dvivedi,Lavanya Dvivedi,,1980-07-18,Female,,F 151  Main Road  Ambedkar Gate  Jagat Puri  Delhi  110051  Delhi,,"F-151, Main Road, Ambedkar Gate, Jagat Puri, Delhi, 110051, Delhi",0,0,J1243665,33332332122114,,0,,Indian,,,1980,41
52,NCRB,,R Indrani Singh,,,,1998-02-21,Female,,15/16 mgrdrdblr 1  Mg Road  Pune  Maharashtra 411001,,"15/16 mgrdrdblr-1, Mg Road, Pune, Maharashtra-411001",0,337711445522,J1128342,141425253636,,0,,Indian,,,1998,23
53,NCRB,,Rakhi Yadav,Bhima Yadav,Nehal Yadav,Rakesh Yadav,1980-04-22,Female,,House No  11  East Parsigutta  Hyderabad 500021 Andhra Pradesh,,"House No. 11, East Parsigutta, Hyderabad 500021 Andhra Pradesh",WUKDD3214Q,115522554423,J4588147,0,,0,,Indian,,,1980,41
54,NCRB,,Inika Aditya Hora,,,,1976-12-21,Female,,88  Hinjewadi  Gandhinagar   382002  Gujarat,,"88, Hinjewadi, Gandhinagar - 382002, Gujarat",0,0,A2133968,1472587369832,,0,,Indian,,,1976,45
55,NCRB,,Moh Iqbal Mistry,Anis,Raziya,,1977-12-20,Male,,1 7 659/26/1  Opp luna High School  Raopura  Agra 223007 UttarPradesh,,"1-7-659/26/1, Opp.luna High School, Raopura, Agra-223007-UttarPradesh",0,0,J1215423,35775335775335,,0,,Indian,,,1977,44
56,NCRB,,Ishaan Bora,,,,1980-01-22,Male,,A 5  578  Jitendra Jame  J J Road  Kolar 563101  Karnataka,,"A-5, 578, Jitendra Jame, J J Road, Kolar,563101, Karnataka",0,0,J0765492,42575742542117,,0,,Indian,,,1980,41
57,NCRB,,Jaswant K Gola,Kuljeet,Navjot,,1981-07-18,Male,,62 &63  Cp Ramasamy Road  Alwarpet  Churu  331001  Rajasthan,,"62 &63, Cp Ramasamy Road, Alwarpet, Churu ,331001, Rajasthan",0,0,J8909950,5768865759596820,,0,,Indian,,,1981,40
58,NCRB,,Javed Bahri,Iqbal,,,1981-08-31,Male,,4  Jeevanprem  Panchpakhadi Meerut 250001 UttarPradesh,,"4, Jeevanprem, Panchpakhadi,Meerut,250001,UttarPradesh",0,137138139144,J6710139,90008520741001,,0,,Indian,,,1981,40
59,NCRB,,Jayendra KD Lad,Karthik Lad,Darika Lad,,1979-11-21,Male,,701 Jupiter Bldg  Hiranandani(c)  A 4th Cross Lane  Andheri Railway Station S O Mumbai 400058  Maharashtra,,"701 Jupiter Bldg, Hiranandani(c), A 4th Cross Lane, Andheri Railway Station S.O,Mumbai 400058, Maharashtra",0,0,J3587637,0,,0,,Indian,,,1979,42
60,NCRB,,Jayesh V Dyal,Vighnesh Dyal,Dipti Dyal,Jaya Dyal,1987-08-31,Male,,Flat No 304 3rd Floor St No 10  D V Arcade Main Road  Bulandshahar 203001 Uttarpradesh,,"Flat No 304 3rd Floor St No 10, D V Arcade Main Road, Bulandshahar-203001,Uttarpradesh",0,0,J3575082,3214569876,,0,,Indian,,,1987,34
61,NCRB,,Jwala Chadda,Jaikishan,Jaya,Vishal,1989-06-25,Female,,Flat No  144  Sejal Arcade   Achole Link Rd  Vasai(e)  Mumbai   401208  Maharashtra,,"Flat No. 144, Sejal Arcade,  Achole Link Rd, Vasai(e), Mumbai - 401208, Maharashtra",0,0,J6758495,3121012320130120,,0,,Indian,,,1989,32
62,NCRB,,Kajol Dewan,Rahul Gaykwad,,,1984-08-15,Female,,A 11  Naraina Indl Area  S Vivekanand Rd  Malad (W) Mumbai  400064,,"A 11, Naraina Indl Area, S Vivekanand Rd, Malad,(W) Mumbai, 400064",0,0,J3564782,0,,0,,Indian,,,1984,37
63,NCRB,,K Kalini Chadha,,,,1979-09-08,Female,,87  Kharadi  Meerut   250001  Uttar Pradesh,,"87, Kharadi, Meerut - 250001, Uttar Pradesh",0,0,J6755429,22455421147221,,0,,Indian,,,1979,42
64,NCRB,,Kalyani P Tata,,,,1979-01-19,Female,,Rto Main Road  Opp  Jhulelal Mandir  Varasia  Valsad  396001  Gujarat,,"Rto Main Road, Opp. Jhulelal Mandir, Varasia, Valsad, 396001, Gujarat",0,0,J2287343,54455421147232,,0,,Indian,,,1979,42
65,NCRB,,Kirti Prakash,,,,1981-08-31,Female,,127  A  Har Indl Est  Sun Mill Road  Deharadun 248002 UttaraKhand,,"127, A, Har Indl Est, Sun Mill Road, Deharadun,248002,UttaraKhand",0,886655774438,J1148658,22433421147232,,0,,Indian,,,1981,40
66,NCRB,,Lakshmi Desai,,,,1980-01-10,Female,,95  Alaknanda Villas  PreshitaGarh Kanpur 208003 Uttarpradesh,,"95, Alaknanda Villas, PreshitaGarh Kanpur,208003,Uttarpradesh",0,878886068588,J9978724,444455221413,,0,,Indian,,,1980,41
67,NCRB,,Lalita Dutt,Bhima Sanyal,,,1979-09-07,Female,,Jn2/5/a 2  Sector 10  Chickpet  Gwalior 474002 Madhya pradesh,,"Jn2/5/a-2, Sector 10, Chickpet, Gwalior,474002,Madhya pradesh",0,445511223362,J6758429,403924756245,,0,,Indian,,,1979,42
68,NCRB,,Lina Dugal,,,,1987-11-11,Female,,10  Virar  Vidisha   464001  Madhya Pradesh,,"10, Virar, Vidisha - 464001, Madhya Pradesh",0,0,J2233246,613924756247,,0,,Indian,,,1987,34
69,NCRB,,Akash Mathur,Kamlesh Mathur,,,1989-11-12,Male,,17/18  Vihar  Rajnagar  Kanpur 208003 Uttar Pradesh,,"17/18, Vihar, Rajnagar, Kanpur,208003,Uttar Pradesh",0,0,J9137928,201425541223,,0,,Indian,,,1989,32
70,NCRB,,Arun Rao,Jitendra Rao,Kavita Rao,,1985-12-22,Male,,Flat No 12 Sarita Vihar Karjat 410201 Mumbai Maharashtra,,"Flat No 12,Sarita Vihar,Karjat,410201,Mumbai,Maharashtra",0,311020405036,J5498885,427755886699,,0,,Indian,,,1985,36
71,NCRB,,Amar Singh,Rajendra Singh,,,1975-11-22,Male,,H NO 11/1 Radha Nagar Itarsi 461114 Madhya Pradesh,,"H NO 11/1 Radha Nagar Itarsi,461114,Madhya Pradesh",0,0,J6494645,963085207411,,0,,Indian,,,1975,46
72,NCRB,,Seema Yadav,Rampal Yadav,,,1979-09-23,Female,,Plot No 25 Echelon Square  Sector 32 Allahabad  211002 Uttar Pradesh,,"Plot No.25,Echelon Square, Sector,32,Allahabad, 211002,Uttar Pradesh",0,0,J8369845,24242323252526,,0,,Indian,,,1979,42
73,NCRB,,Arun Suman,,,,1984-03-20,Male,,H NO 1111  Leelawati  Patoriya Mandi 171304  Himachal Pradesh,,"H NO 1111, Leelawati, Patoriya,Mandi,171304, Himachal Pradesh",0,0,J0993356,47144224455665,,0,,Indian,,,1984,37
74,NCRB,,Neha Panday,Rajeev Panday,Seema Panday,,1982-03-16,Female,,S N 18/19 Lane No  3 Om Sai Ganesh Nagar Chalisgaon 424101 Maharashatra,,"S.N.18/19 Lane No  3 Om Sai Ganesh Nagar Chalisgaon,424101,Maharashatra",BACDE1572E,0,J0504912,68698556699889,,0,,Indian,,,1982,39
75,NCRB,,Ranveer A Sharma,Arun Sharma,,,1991-10-10,Male,,Survey No  12/30  House No  105  Saheen Nagar  Indore   452001  MP,,"Survey No. 12/30, House No. 105, Saheen Nagar, Indore - 452001, MP",0,0,J2639892,70122332211014,,0,,Indian,,,1991,30
76,NCRB,,Rajesh Gangwar,Santosh Gangwar,Reeta Gangwar,,1986-02-12,Male,,Flat No 17  Ambedkar Nagar  224122 Lucknow Uttar Pradesh,,"Flat No 17, Ambedkar Nagar, 224122,Lucknow,Uttar Pradesh",0,0,J1042979,487879966994,,0,,Indian,,,1986,35
77,NCRB,,Soni Dubey,Kapil Dubey,Sarita Dubey,Rakesh Dubey,1984-04-13,Female,,76 Veena Niketan  Vapi  396185 Gujarat,,"76,Veena Niketan, Vapi, 396185,Gujarat",0,0,J0320005,688996699882,,0,,Indian,,,1984,37
78,NCRB,,Neha Pingle,Dinesh Pingle,,,1987-09-05,Female,,Flat No 12 A wing Andheri West 400058 Mumbai Maharashtra,,"Flat No 12 A wing,Andheri West,400058,Mumbai,Maharashtra",0,0,J5049622,200012341225,,0,,Indian,,,1987,34
79,NCRB,,Kiran Mistrry,Ramesh Mistry,,,1980-03-10,Male,,Yogi COHS  B Wing  Flat No 202 60 Feet Road Agra 282006 Uttar Pradesh,,"Yogi COHS, B Wing, Flat No 202,60 Feet Road,Agra,282006,Uttar Pradesh",0,0,J1234576,414243454648,,0,,Indian,,,1980,41
80,NCRB,,Gurjeet Singh,Harpreet Singh,,,1980-03-12,Male,,SEC 21 2nd Floor  B Block Ranjit Avenue Noida 201301 Uttar Pradesh,,"SEC-21 2nd Floor ,B-Block Ranjit Avenue,Noida,201301,Uttar Pradesh",0,0,L5333667,434254544748,,0,,Indian,,,1980,41
81,NCRB,,Janhit Gupta,Vinod Gupta,,,1980-05-20,Male,,H No 233 Gali No 1  NareshGunj Ranchi   296512 Jharkhand,,"H No 233,Gali No 1, NareshGunj Ranchi - 296512,Jharkhand",0,0,J2204824,437212142114,,0,,Indian,,,1980,41
82,NCRB,,Reena Santt,,,,1979-07-20,Female,,M Wing  H No 281 Sanjay Nagar Nalgonda 508207 Andhra Pradesh,,"M Wing, H No 281,Sanjay Nagar,Nalgonda,508207 Andhra Pradesh",0,0,J2412155,554247424125,,0,,Indian,,,1979,42
83,NCRB,,Kapil Singh,Hetentra Singh,Rita Singh,,1981-02-12,Male,,Ground Floor Flat No  10 Olympica Soc Jahangirpuri 110033  Delhi,,"Ground Floor,Flat No, 10,Olympica Soc,Jahangirpuri,110033, Delhi",0,0,J4441765,615040301013,,0,,Indian,,,1981,40
84,NCRB,,Rahul Khanna,,,,1978-01-30,Male,,107 New Defence Colony Zirakpur  Panchkula 140603 Mohali  Chandigarh,,"107,New Defence Colony,Zirakpur, Panchkula,140603,Mohali, Chandigarh",0,0,J8904827,437212142134,,0,,Indian,,,1978,43
85,NCRB,,Sunil Ravet,Dhiraj Ravet,,,1978-04-15,Male,,503 Block B Rashmi Regidency Boribali(W) 400092 Mumbai,,"503 Block B,Rashmi Regidency,Boribali(W),400092,Mumbai",0,0,J5452115,566647424123,,0,,Indian,,,1978,43
86,NCRB,,Deeplata Suman,Balaram Suman,,,1981-06-14,Female,,678/2  Gali No 6 Jhilmil Colony Ram Nagar Jabalpur 482002 Madhya Pradesh,,"678/2, Gali No 6,Jhilmil Colony,Ram Nagar,Jabalpur,482002,Madhya Pradesh",0,0,J4121762,612340301012,,0,,Indian,,,1981,40
87,NCRB,,Pankaj Mathur,Mansingh Mathur,,,1987-10-25,Male,,28 Simla House Ajit Prasad Nagar Paltan Bazar  Dehradun  Uttarakhand 248001,,"28,Simla House Ajit Prasad Nagar,Paltan Bazar, Dehradun, Uttarakhand-248001",0,0,J3434826,47212142136,,0,,Indian,,,1987,34
88,NCRB,,Rajiv Chopda,Mahesh Chopda,,,1979-06-08,Male,,60 City Centre Dawrpui Aizawal Mizoram 796001,,"60 City Centre,Dawrpui,Aizawal,Mizoram-796001",0,0,J5450160,546247424125,,0,,Indian,,,1979,42
89,NCRB,,Ankur Jadhav,Dinesh Jadhav,Aabha Jadhav,Deepa Jadhav,1976-12-20,Male,,Plot 16 Grount Floor  Amar Stambh Zone 1  MP Nagar Amrabati Maharashtra 444601,,"Plot 16,Grount Floor, Amar Stambh,Zone 1, MP Nagar,Amrabati,Maharashtra-444601",0,0,J1541765,682840351814,,0,,Indian,,,1976,45
90,NCRB,,Megha Tiwari,Roop Tiwari,,,1987-10-25,Female,,E 194  RIICO Industrial Area  Mansarovar Jaipur  Rajasthan 302020,,"E-194, RIICO Industrial Area, Mansarovar,Jaipur, Rajasthan,302020",0,0,J3534876,67212142637,,0,,Indian,,,1987,34
91,NCRB,,Mohit Yadav,Mahesh Yadav,,,1979-06-08,Male,,Plot No26 7 Mantri Wadi S Vivekanand Road  MIDC Satara Maharashtra 415004,,"Plot No26-7 Mantri Wadi,S Vivekanand Road ,MIDC,Satara,Maharashtra-415004",0,0,J5054554,516247424126,,0,,Indian,,,1979,42
92,NCRB,,Ankur Kurmi,,,,1976-12-20,Male,,Plot 125 Grount Floor  Amar Stambh Zone 1  Mohan Nagar Vasai East Palghar Maharashtra 401208,,"Plot 125,Grount Floor, Amar Stambh,Zone 1, Mohan Nagar,Vasai East,Palghar,Maharashtra-401208",0,0,J2341765,152840301815,,0,,Indian,,,1976,45
93,NCRB,,Pooja Tiwari,,,,1987-04-15,Female,,SN 06  Saket Commercial Complex  Railway Road Vijay Nagar Jaipur  Rajasthan 302020,,"SN-06, Saket Commercial Complex, Railway Road,Vijay Nagar,Jaipur, Rajasthan,302020",0,0,J6221456,62212142631,,0,,Indian,,,1987,34
