Sr._No.,KYC_Attributes,Surname,Name,Father_Name,Mother_Name,Spouse_Name,Date_of_Birth,Gender,Blood_Group,Home_Address,Office_Address,Communication_Address,PAN_no,Aadhar_no,Passport_no,BankAcDetails,CreditCard,Mobile_No,Email_Id,Nationality,Voter_Card_ID,DL,year_of_Birth,Age
11,Pan,,Peeyush Nijasure,Naresh,Narayani,Lekha,1992-10-25,Male,,204   Trimurti Bldg  Comercial Centre  New Friends Colony  Delhi 110065  Delhi,,"204 , Trimurti Bldg, Comercial Centre, New Friends Colony, Delhi 110065, Delhi",AJCJB8455D,212223242517,0,0,,0,,,,,1992,29
12,Pan,,Sayana Muzumdar,Harsh,Maya,Ankit,1998-05-21,Female,,Sf 2  Gf/4  Innova House  Opp Brahman Sabha Hall  Dandia Bazar   Vadodara   390001  Gujarat,,"Sf 2, Gf/4, Innova House, Opp Brahman Sabha Hall, Dandia Bazar,  Vadodara - 390001, Gujarat",APTEA8855F,222324252618,0,0,,0,,,,,1998,23
13,Pan,,Rishu Vaknis,Radheya,Sneha,Mangesh,1981-08-19,Female,,Opp To Khemani High School  Ulhasnagar   Mumbai   421002  Maharashtra,,"Opp To Khemani High School, Ulhasnagar,  Mumbai - 421002, Maharashtra",AJAKH1285B,251918181717,0,0,,0,,,,,1981,40
14,Pan,,Pandu Heravdakar,Gopal,Parvati,Pritam,1981-03-11,Male,,F 2  248 250  L N Complex  1st Floor  Behind Lal Building  Old Taragupet  Bangalore   560053  Karnataka,,"F-2, 248-250, L N Complex, 1st Floor, Behind Lal Building, Old Taragupet, Bangalore - 560053, Karnataka",ABDCM3335C,202021212220,0,0,,0,,,,,1981,40
15,Pan,,Pranav Marwah,Rajveer,Tejal,Poonam,1980-08-31,Male,,C 23/2  Goyal Business Center  Connaught Place  Delhi   110001  Delhi,,"C-23/2, Goyal Business Center, Connaught Place, Delhi - 110001, Delhi",ACGGC1254B,181920212218,0,0,,0,,,,,1980,41
16,Pan,,Sooraj Punja,Aalok,Sunayna,Nilima,1985-01-24,Male,,Yashoda Kunj  Road No 1  Opp Natraj Cenema  Chembur  Mumbai   400071  Maharashtra,,"Yashoda Kunj, Road No 1, Opp Natraj Cenema, Chembur, Mumbai - 400071, Maharashtra",BCDAY5287R,321569857415,0,0,,0,,,,,1985,36
17,Pan,,Amar Gurnani,Shankar,Jayalakshmi,Saumya,1990-08-19,Male,,4 raja Woodmunt Street  Kolkata   700001  West Bengal,,"4,raja Woodmunt Street, Kolkata - 700001, West Bengal",AGARE1329H,989796959485,0,0,,0,,,,,1990,31
18,Pan,,Prem Padagavakar,Jaikishan,Jaya,Pooja,1980-07-07,Male,,VRG Complex  Opp to Court  Sathy Main Rd  Gobichettiapalayam  Erode   638476  Tamil Nadu,,"VRG Complex, Opp to Court, Sathy Main Rd, Gobichettiapalayam, Erode - 638476, Tamil Nadu",AVAVQ2143P,959697989176,0,0,,0,,,,,1980,41
19,Pan,,Sunder Banahatti,Vinayak,Rajlakshmi,Nitya,1980-06-05,Male,,39 A  Rajlaxmi Complex  Old Padra Road  Vadodara   390015  Gujarat,,"39-A, Rajlaxmi Complex, Old Padra Road, Vadodara - 390015, Gujarat",APCTR3220R,352724262835,0,0,,0,,,,,1980,41
20,Pan,,Jwala Chadda,Jaikishan,Nidhi,Vijay,1988-06-25,Female,,23  Siddhi Vinayak Shopping Centre  Achole Rd  Nalasopara(e)  Mumbai   401209  Maharashtra,,"23, Siddhi Vinayak Shopping Centre, Achole Rd, Nalasopara(e), Mumbai - 401209, Maharashtra",CBCBA7541E,167974757316,0,0,,0,,,,,1988,33
21,Pan,,Peeyush Nijasure,Narayan,Lakshmi,Purvi,1990-10-25,Male,,Flat No  28  Suvarna Apartment  Mahim  Mumbai   400111 Maharashtra,,"Flat No. 28, Suvarna Apartment, Mahim, Mumbai - 400111 Maharashtra",AEMPJ8455L,212223242526,0,0,,0,,,,,1990,31
22,Pan,,Sayana Muzumdar,Harish,Harshita,Aniket,1998-02-21,Female,,Flat No  104  Suvarnashilp  Apartment  Bandra  Mumbai   400113 Maharashtra,,"Flat No. 104, Suvarnashilp  Apartment, Bandra, Mumbai - 400113 Maharashtra",JPMEA8455L,222324252627,0,0,,0,,,,,1998,23
23,Pan,,Rishu Vaknis,Anshul,Bhargavi,Manish,1980-07-18,Female,,House No  3  Rajas Society  Katraj  Pune   411046  Maharashtra,,"House No. 3, Rajas Society, Katraj, Pune - 411046, Maharashtra",AJAKH1243B,191918181717,0,0,,0,,,,,1980,41
24,Pan,,Pandu Heravdakar,Sopan,Parvati,Poonam,1985-03-13,Male,,House No  75  Mahakaleshwar Society  Ujjain   456006  Madhya Pradesh,,"House No. 75, Mahakaleshwar Society, Ujjain - 456006, Madhya Pradesh",ABCPB3336G,202021212222,0,0,,0,,,,,1985,36
25,Pan,,Pranav Marwah,Himmat,Sejal,Pankaja,1981-08-31,Male,,74 /  Safex Centre  Poona Street  Masjid Bunder (east)  Mumbai   400009  Maharashtra,,"74 /, Safex Centre, Poona Street, Masjid Bunder (east), Mumbai - 400009, Maharashtra",AGAGC1234A,181920212223,0,0,,0,,,,,1981,40
26,Pan,,Sooraj Punja,Aditya,Purva,Sunayna,1979-01-26,Male,,Crossing  Nazirabad  Kaiserbagh   Lucknow   226012  Uttar Pradesh,,"Crossing, Nazirabad, Kaiserbagh,  Lucknow - 226012, Uttar Pradesh",ACACG5287F,321569857412,0,0,,0,,,,,1979,42
27,Pan,,Amar Gurnani,Ajay,Uma,Sukanya,1984-08-15,Male,,GS Rd  Ganeshguri Chariali  Nr Beekay Tower   Guwahati   781006  Assam,,"GS Rd, Ganeshguri Chariali, Nr Beekay Tower,  Guwahati - 781006, Assam",ARARE1324G,989796959493,0,0,,0,,,,,1984,37
28,Pan,,Prem Padagavakar,Atul,Maya,Samrudhi,1979-09-07,Male,,520  B   Ludhiana   141002  Punjab,,"520  B,  Ludhiana - 141002, Punjab",AWAWQ2143R,959697989192,0,0,,0,,,,,1979,42
29,Pan,,Sunder Banahatti,Shankar,Jayalakshmi,Saumya,1985-02-05,Male,,41   Trimurti Bldg  Comercial Centre  New Friends Colony  Delhi 110065  Delhi,,"41 , Trimurti Bldg, Comercial Centre, New Friends Colony, Delhi 110065, Delhi",AQAWR3214Q,252724262829,0,0,,0,,,,,1985,36
30,Pan,,Jwala Chadda,Jaikishan,Jaya,Vishal,1989-06-25,Female,,Flat No  144  Sejal Arcade  Malad  Mumbai   400007  Maharashtra,,"Flat No. 144, Sejal Arcade, Malad, Mumbai - 400007, Maharashtra",ABABC7532D,787974757376,0,0,,0,,,,,1989,32
31,Pan,,Aaloak Sunder,Biren Sunder,Aarti Sunder,Nikita Sunder,1978-11-20,Male,,19  Hrishikesh Society  RadhaPur Ranchi   296512  Jharkhand,,"19, Hrishikesh Society, RadhaPur Ranchi - 296512, Jharkhand",AASRC3214Q,123456889010,0,0,,0,,Indian,,,1978,43
32,Pan,,AR Sunder,Rajpal Sunder,Kirti Sunder,,1980-11-20,Male,,19  Hrishikesh Society  RadhaPur  Udaipur   165226  Rajasthan,,"19, Hrishikesh Society, RadhaPur, Udaipur - 165226, Rajasthan",AASRC4532Q,123456881010,0,0,,9800000010,,Indian,,,1980,41
33,Pan,,Aarav Basak,Tarun Basak,Urvashi Basak,Alka Basak,1990-10-22,Male,,97  Radhika Nagar  Rajkot   307271  Gujarat,,"97, Radhika Nagar, Rajkot - 307271, Gujarat",SKGKW7532D,227111334455,0,0,,0,,Indian,,,1990,31
34,Pan,,Aarav AS Basak,Arun Basak,Sharvari Basak,Anjana Basak,1991-10-05,Male,,97  Radhika Nagar  Bikaner   349205  Rajasthan,,"97, Radhika Nagar, Bikaner - 349205, Rajasthan",KSWGK3215D,147111034402,0,0,,0,,Indian,,,1991,30
35,Pan,,Abhay Agarwal,Pran Agarwal,Nilam Agarwal,Abha Agarwal,1981-08-28,Male,,Abids  Tilak Road  Hyderabad  500001  Andhra Pradesh,,"Abids, Tilak Road, Hyderabad, 500001, Andhra Pradesh",CDGFH1243B,666554332211,0,0,,0,,Indian,,,1981,40
36,Pan,,Abhay Agarwal,Praveen Agarwal,Sunita Agarwal,Aabha Agarwal,1979-08-29,Male,,Abids  Tilak Road  Shadipur  New Delhi  110008 New Delhi,,"Abids, Tilak Road, Shadipur, New Delhi, 110008,New Delhi",CDGFH4322P,664553342211,0,0,,0,,Indian,,,1979,42
37,Pan,,Alisha Purohit,Jai Chaudhari,Aruna Chaudhari,Aniket Purohit,1979-10-20,Female,,Sai Vandan Apt Nr Lokmanya Bus Depot  Gala No 9 Davale Nagar  Jekegram  Mumbai  400606  Maharashtra,,"Sai Vandan Apt Nr Lokmanya Bus Depot, Gala No.9 Davale Nagar, Jekegram, Mumbai, 400606, Maharashtra",COEPE1234F,201022405060,0,0,,0,,Indian,,,1979,42
38,Pan,,Alisha Purohit,Jai Patnaik,Aruna Patnaik,Ankit Purohit,1982-10-20,Female,,Sai Vandan Apt Nr Lokmanya Bus Depot  Wazirpur  Delhi  110052  Delhi,,"Sai Vandan Apt Nr Lokmanya Bus Depot, Wazirpur, Delhi, 110052, Delhi",COEPE3234F,0,0,0,,0,,Indian,,,1982,39
39,Pan,,Amar Gurnani,Shankar,Jayalakshmi,Saumya,1990-08-19,Male,,4 raja Woodmunt Street  Kolkata   700001  West Bengal,,"4,raja Woodmunt Street, Kolkata - 700001, West Bengal",AGARE1329H,989796959485,0,0,,0,,Indian,,,1990,31
40,Pan,,Amar Gurnani,Ajay,Uma,,1984-08-15,Male,,GS Rd  Ganeshguri Chariali  Nr Beekay Tower   Guwahati   781006  Assam,,"GS Rd, Ganeshguri Chariali, Nr Beekay Tower,  Guwahati - 781006, Assam",ARARE1324G,989796959493,0,0,,0,,Indian,,,1984,37
41,Pan,,Amrita Ranganathan,Sivakumar Subramanian,Lakshmi Subramanian,Amrut,1985-02-05,Female,,11  Uttaradimuttrd nrnationalcllge  Basavanagudi  Banglore 560004  Karnataka,,"11, Uttaradimuttrd,nrnationalcllge, Basavanagudi, Banglore 560004, Karnataka",AQHWR3214Q,899091929394,0,0,,7845424154,,Indian,,,1985,36
42,Pan,,Amrita Ranganathan,Sivakumar Iyer,Lakshmi Iyer,Arindam Ranganathan,1984-02-05,Female,,11  Uttaradimuttrd nrnationalcllge  Basavanagudi  Kottayam 686001  Kerala,,"11, Uttaradimuttrd,nrnationalcllge, Basavanagudi, Kottayam 686001, Kerala",AQHWR1819Q,899091929395,0,0,,0,,Indian,,,1984,37
43,Pan,,Anand Singh,Lakshmana,Sarojini,Leela Singh,1998-02-21,Male,,1st Floor  18 A  Patel Shopping Center  Sainath Road  Malad(w)  Mumbai  400062  Maharashtra,,"1st Floor, 18 A, Patel Shopping Center, Sainath Road, Malad(w), Mumbai, 400062, Maharashtra",DELPJ5584L,655544332211,0,0,,0,,Indian,,,1998,23
44,Pan,,Anand Singh,Lakhan,Saroj,Leena Singh,1996-02-21,Male,,1st Floor  18 A  Patel Shopping Center  Jagat Puri  Delhi  110051  Delhi,,"1st Floor, 18 A, Patel Shopping Center, Jagat Puri, Delhi, 110051, Delhi",DEHPJ5584L,655544332215,0,0,,0,,Indian,,,1996,25
45,Pan,,Malati Brahmbhatt,Mayur Srivastava,Padma Srivastava,Mahesh Brahmbhatt,1984-04-13,Female,,311 d  Nathala Bhavan  L B S Marg  Ghatkopar (west)  Mumbai  400086  MH,,"311-d, Nathala Bhavan, L B S Marg, Ghatkopar (west), Mumbai, 400086, MH",DYBTB8455L,331112245566,0,0,,0,,Indian,,,1984,37
46,Pan,,Malati Brahmbhatt,Mayuresh Srivastava,Padmavatee Srivastava,Maheshwar Brahmbhatt,1963-04-13,Female,,311 d  Nathala Bhavan  L B S Marg  Ludhiana  160002  Punjab,,"311-d, Nathala Bhavan, L B S Marg, Ludhiana, 160002, Punjab",DYBTA9455L,331111245566,0,0,,0,,Indian,,,1963,58
47,Pan,,Manjusha Patel,Kailash Kher,Rashmi Kher,Mahesh Patel,1990-07-21,Female,,10/172  G N Mills Pos  Koundampalayam  Coimbatore  641029  TN,,"10/172, G N Mills Pos, Koundampalayam, Coimbatore, 641029, TN",DECNG5584L,655543632211,0,0,,0,,Indian,,,1990,31
48,Pan,,Manjusha Patel,Kailash Khera,Rashmi Khera,Mangesh Patel,1988-07-21,Female,,10/172  G N Mills Pos  Andheri Kurla Road  Chakala  Andheri  Mumbai  400093  Maharashtra,,"10/172, G N Mills Pos, Andheri Kurla Road, Chakala, Andheri, Mumbai, 400093, Maharashtra",DECNG5684L,655546632211,0,0,,0,,Indian,,,1988,33
49,Pan,,Manoj Singh,Aalok Singh,Harman Kaur,Arpita Singh,1975-12-31,Male,,21/69  Sea View Terrace  118 B wood House Road  Opp Chiragh Din  Residency Road  Bangalore  560025  Karnataka,,"21/69, Sea View Terrace, 118 B-wood House Road, Opp Chiragh Din, Residency Road, Bangalore, 560025, Karnataka",SKGBC5532D,227711333455,0,0,,0,,Indian,,,1975,46
50,Pan,,Manoj Singh,Parth,Akanksha,Aparna Singh,1993-10-25,Male,,21  Anand Indl Estate  M S Road  Wagle Estate  Bangalore  560001  Karnataka,,"21, Anand Indl Estate, M S Road, Wagle Estate, Bangalore, 560001, Karnataka",SKQBC7532D,227711334457,0,0,,0,,Indian,,,1993,28
51,Pan,,Mohandas Bhatia,Abhishek Bhatia,Isha Bhatia,Komal Bhatia,1998-05-21,Male,,130/135  Arnav Apartments  Sec 17  Vashi  Mumbai  400705  Maharashtra,,"130/135, Arnav Apartments, Sec 17, Vashi, Mumbai, 400705, Maharashtra",LCKER7554N,878896888585,0,0,,0,,Indian,,,1998,23
52,Pan,,Mohandas Bhatia,Abhishek Bhatia,Isha Bhatia,Komal Bhatia,1998-05-21,Male,,521  Arneja Corner Gallery  Sec 17  Kandivali (west)  Mumbai  400067  Maharashtra,,"521, Arneja Corner Gallery, Sec 17, Kandivali (west), Mumbai, 400067, Maharashtra",LCKER8654N,878876868585,0,0,,0,,Indian,,,1998,23
53,Pan,,Mustafa Narang,Prakash,Indu,Saanvi Narang,1979-09-07,Male,,67/69  Sea View Terrace  118 B wood House Road  Opp Chiragh Din  Colaba  Mumbai  400005  MH,,"67/69, Sea View Terrace, 118 B-wood House Road, Opp Chiragh Din, Colaba, Mumbai, 400005, MH",TRPNJ8743V,0,0,0,,0,,Indian,,,1979,42
54,Pan,,Mustafa Narang,Vikas,Indumati,Pranjal Narang,1992-09-07,Male,,1  Sea View Terrace  Opp Residency Colony  Bangalore  560025  Karnataka,,"1, Sea View Terrace, Opp Residency Colony, Bangalore, 560025, Karnataka",TRQNJ8743V,898887868583,0,0,,0,,Indian,,,1992,29
55,Pan,,Naval Dave,Kishor,Kishori,Sneha,1978-11-21,Male,,501  Thacker Tower  Sector 17  Nr Saraswati Co Op Bank  Vashi  Mumbai 400705 MH,,"501, Thacker Tower, Sector 17, Nr Saraswati Co Op Bank, Vashi, Mumbai 400705 MH",AJCDE1234F,111213141516,0,0,,0,,Indian,,,1978,43
56,Pan,,Naval Dave,Rajan Dave,Revti Dave,Sneha Dave,1980-10-21,Male,,101  T1 Town  Sector 17  Nr Saraswati Co Op Bank  Banglore 560002  Karnataka,,"101, T1 Town, Sector 17, Nr Saraswati Co Op Bank, Banglore 560002, Karnataka",AJCDE1020F,111213141517,0,0,,0,,Indian,,,1980,41
57,Pan,,Navami Pandey,Anil Kamath,Mahamai Kamath,Navnath Pandey,1990-09-21,Female,,8  Gr Floor  Esplanade East  Kolkata  700069  West Bengal,,"8, Gr Floor, Esplanade East, Kolkata, 700069, West Bengal",CIDDE1234F,201030405060,0,0,,0,,Indian,,,1990,31
58,Pan,,Navami Pandey,Heeralal Patel,Mahamaya Patel,Nagnath Pandey,1985-09-21,Female,,"15  Rajyog Apartment  Darya Ganj
Delhi  110002  Delhi",,"15, Rajyog Apartment, Darya Ganj
Delhi, 110002, Delhi",CIDFE1234F,201030405063,0,0,,0,,Indian,,,1985,36
59,Pan,,Nilam Mane,Kishor More,Kishori More,Nilesh,1959-09-23,Female,,Shop No 15  Sonarika  Nanubhai Desai Road  Girgaon  Mumbai 400004  Maharashtra,,"Shop No 15, Sonarika, Nanubhai Desai Road, Girgaon, Mumbai 400004, Maharashtra",UYTRE6766B,113114115116,0,0,,0,,Indian,,,1959,62
60,Pan,,Nilam Mane,Kisan More,Kishori More,Nitin Mane,1970-09-23,Female,,Flat No 45  Atharva Apartments  Airoli Sector 2  Airoli  Mumbai 400708  Maharashtra,,"Flat No 45, Atharva Apartments, Airoli Sector 2, Airoli, Mumbai 400708, Maharashtra",UYTRE2324B,113114115117,0,0,,0,,Indian,,,1970,51
61,Pan,,Pandu Heravdakar,Gopal,Parvati,Pritam,1981-03-11,Male,,F 2  248 250  L N Complex  1st Floor  Behind Lal Building  Old Taragupet  Bangalore   560053  Karnataka,,"F-2, 248-250, L N Complex, 1st Floor, Behind Lal Building, Old Taragupet, Bangalore - 560053, Karnataka",ABDCM3335C,202021212220,0,0,,0,,Indian,,,1981,40
62,Pan,,Pandu Heravdakar,Sopan,Parvati,Poonam,1985-03-13,Male,,House No  75  Mahakaleshwar Society  Ujjain   456006  MP,,"House No. 75, Mahakaleshwar Society, Ujjain - 456006, MP",ABCPB3336G,202021212222,0,0,,0,,Indian,,,1985,36
63,Pan,,Peeyush Nijasure,Naresh,Narayani,Lekha,1982-10-25,Male,,204   Trimurti Bldg  Comercial Centre  New Friends Colony  Delhi 110065  Delhi,,"204 , Trimurti Bldg, Comercial Centre, New Friends Colony, Delhi 110065, Delhi",AJCJB8455D,212223242517,0,0,,0,,Indian,,,1982,39
64,Pan,,Peeyush Nijasure,Narayan,Lakshmi,Purvi,1990-10-25,Male,,Flat No  28  Suvarna Apartment  Mahim  Mumbai   400111 Maharashtra,,"Flat No. 28, Suvarna Apartment, Mahim, Mumbai - 400111 Maharashtra",AEMPJ8455L,212223242526,0,0,,0,,Indian,,,1990,31
65,Pan,,Pranav Marwah,Rajveer,Tejal,Poonam,1980-08-31,Male,,C 23/2  Goyal Business Center  Connaught Place  Delhi   110001  Delhi,,"C-23/2, Goyal Business Center, Connaught Place, Delhi - 110001, Delhi",ACGGC1254B,181920212218,0,0,,0,,Indian,,,1980,41
66,Pan,,Pranav Marwah,Himmat,Sejal,Pankaja,1981-08-31,Male,,D 52  Shop No  101  Central Park  Connaught Place  Delhi   110001  Delhi,,"D-52, Shop No. 101, Central Park, Connaught Place, Delhi - 110001, Delhi",AJKDM1234W,0,0,0,,0,,Indian,,,1981,40
67,Pan,,Prasad Dani,Prakash Dani,Shanta Dani,Priyanka Dani,1979-04-19,Male,,10  Rajyog Society  Varasia  Vadodara  390006  Gujarat,,"10, Rajyog Society, Varasia, Vadodara, 390006, Gujarat",JKAKW8532D,227113334455,0,0,,0,,Indian,,,1979,42
68,Pan,,Prasad Dani,Pallav Dani,Shanti Dani,Priya Dani,1981-04-19,Male,,36  Kothari Market  Kankaria  Ahmedabad  380022  Gujarat,,"36, Kothari Market, Kankaria, Ahmedabad, 380022, Gujarat",JKAKW7532D,227112334455,0,0,,0,,Indian,,,1981,40
69,Pan,,Prasanna Ravel,Daanish Ravel,Pooja Ravel,Mukti Ravel,1985-02-09,Male,,63  Marathahalli  Kolkata   587436  West Bengal,,"63, Marathahalli, Kolkata - 587436, West Bengal",PCDBA8967V,899998878685,0,0,,0,,Indian,,,1985,36
70,Pan,,Prasanna Ravel,Danveer Ravel,Purna Ravel,Mukti Ravel,1987-02-09,Male,,22  Amrapali Nagar  Kolkata   587436  West Bengal,,"22, Amrapali Nagar, Kolkata - 587436, West Bengal",PCDBA9876V,899990878685,0,0,,0,,Indian,,,1987,34
71,Pan,,Devika Malhotra,Aditya Mayadev,Manasa Mayadev,Motilal Malhotra,1985-03-13,Female,,240(271)  Lloyds Road  Royapettah  Chennai  600014  Tamil Nadu,,"240(271), Lloyds Road, Royapettah, Chennai, 600014, Tamil Nadu",JKPIU1020H,887799221133,0,0,,0,,Indian,,,1985,36
72,Pan,,Devika Malhotra,Aditya Pandey,Manasa Pandey,Mahadev Malhotra,1986-03-13,Female,,240(271)  Lloyds Road  Royapettah  Bhayander (east)  Mumbai  401105  Maharashtra,,"240(271), Lloyds Road, Royapettah, Bhayander (east), Mumbai, 401105, Maharashtra",JKPJU1020H,887799221130,0,0,,0,,Indian,,,1986,35
73,Pan,,Devika Mathai,Amrit Sheth,Preshita Sheth,Vicky Rajagopalan,1981-08-29,Female,,49  Nayan Nagar  Guwahati   471648  Assam,,"49, Nayan Nagar, Guwahati - 471648, Assam",UTKRE6766B,888655774433,0,0,,0,,Indian,,,1981,40
74,Pan,,Devika Mathai,Amrit Sheth,Preshita Sheth,Vicky Rajagopalan,1981-08-29,Female,,49  Nayan Nagar  Bulandshahar  203001  Utter Pradesh,,"49, Nayan Nagar, Bulandshahar- 203001, Utter Pradesh",PTKRE6713B,888655773344,0,0,,0,,Indian,,,1981,40
75,Pan,,Devika Sawhney,Aniket Balan,Kavita Balan,Deven Sawhney,1983-07-15,Female,,20  9 Main  Jayanagar  Bangalore  560011  Karnataka,,"20, 9 Main, Jayanagar, Bangalore, 560011, Karnataka",DELGC1234A,556644312211,0,0,,0,,Indian,,,1983,38
76,Pan,,Devika Sawhney,Amit Balan,Jaya Balan,Devendra Sawhney,1982-07-15,Female,,20  9 Main  Jayanagar  Matunga (c r)  Mumbai  400019  Maharashtra,,"20, 9 Main, Jayanagar, Matunga (c.r), Mumbai, 400019, Maharashtra",DELGC3234A,556634312211,0,0,,0,,Indian,,,1982,39
77,Pan,,Dinesh Toor,Akhil Toor,Sonam Toor,Dipali Toor,1959-05-23,Male,,Wp 489  Shiv Market  Wazirpur  Delhi  110052  Delhi,,"Wp 489, Shiv Market, Wazirpur, Delhi, 110052, Delhi",PNGSK14321K,605045402011,0,0,,0,,Indian,,,1959,62
78,Pan,,Dinesh Toor,Akhilesh Toor,Sonali Toor,Dipshikha Toor,1979-05-23,Male,,Wp 489  Shiv Market  Gala No 9 Davale Nagar  Jekegram  Mumbai  400606  Maharashtra,,"Wp 489, Shiv Market, Gala No.9 Davale Nagar, Jekegram, Mumbai, 400606, Maharashtra",PNGSK4321K,605045432011,0,0,,0,,Indian,,,1979,42
79,Pan,,Anees Chokshi,Abhinav,Kanak,Palak Chokshi,1990-10-25,Male,,"A 3/15  Asaf Ali Road  Darya Ganj
Delhi  110002  Delhi",,"A-3/15, Asaf Ali Road, Darya Ganj
Delhi, 110002, Delhi",PNQGI14321K,605040302011,0,0,,0,,Indian,,,1990,31
80,Pan,,Anees Chokshi,Arnab,Kanak,,1991-10-25,Male,,A 3/15  Asaaf Ali Road  Kolkata  700069  West Bengal,,"A-3/15, Asaf Ali Road, Kolkata, 700069, West Bengal",0,605040302014,0,0,,0,,Indian,,,1991,30
81,Pan,,Anjana Pandey,Dheeraj Malviya,Aasiya Malviya,Arjuna Pandey,1980-07-18,Female,,B 18  Vinco Chem  Ind  Estate  Panchal Road  Bhayander (east)  Mumbai  401105  Maharashtra,,"B-18, Vinco Chem. Ind. Estate, Panchal Road, Bhayander (east), Mumbai, 401105, Maharashtra",NURDE9089U,775544112233,0,0,,0,,Indian,,,1980,41
82,Pan,,Anjana Pandey,Dhanraj Malviya,Asmita Malviya,Ananya Pandey,1981-07-18,Female,,B 18  Vinco Chem  Ind  Estate  Panchal Road  Chennai  600014  Tamil Nadu,,"B-18, Vinco Chem. Ind. Estate, Panchal Road, Chennai, 600014, Tamil Nadu",NURSE9089U,775544112239,0,0,,0,,Indian,,,1981,40
83,Pan,,Anusha Kant,Venkata Thakre,Ananya Thakre,Vishnu Kant,1985-03-13,Female,,B 9  Aditya Apt  Chimpoly Road  Chikuwadi  Borivli (w)  Mumbai  400092  Maharashtra,,"B 9, Aditya Apt, Chimpoly Road, Chikuwadi, Borivli (w), Mumbai, 400092, Maharashtra",TPTRB6666G,112233445566,0,0,,0,,Indian,,,1985,36
