Sr._No.,KYC_Attributes,Surname,Name,Father_Name,Mother_Name,Spouse_Name,Date_of_Birth,Gender,Blood_Group,Home_Address,Office_Address,Communication_Address,PAN_no,Aadhar_no,Passport_no,BankAcDetails,CreditCard,Mobile_No,Email_Id,Nationality,Voter_Card_ID,DL,year_of_Birth,Age
27,Telecom,,Anusha Venkata Kant,,Anaya Iyer,,1986-03-13,Female,,B 9  Adittya Apt  Chimpoly Road  Chikuwadi  Bangalore  560052,,"B 9, Aditya Apt, Chimpolly Road, Chikuwadi, Bangalore, 560052",0,112233444167,0,0,,0,,Indian,,,1986,35
28,Telecom,,Apurva Bahl,,Chhavi Mandad,,1975-09-06,Female,,17  New No 15 a  Athipaattan Stret Chintadripet  Bangalore  560028  Karnataka,,"17, New No 15-a, Athipattan Street Chintadripet, Bangalore, 560028, Karnataka",NRCDE9989U,0,0,0,,0,,Indian,,,1975,46
29,Telecom,,Aravind Bassi,Charlie Roy,Basanti Roy,Himani Bassi,1980-07-18,Male,,33  Nishtha Villas  Farah Chowk Vasai   401208  Maharashtra,,"33, Nishtha Villaas, Farah Chowk Vasai - 401208, Maharashtra",0,442264178899,0,0,,0,,Indian,,,1980,41
30,Telecom,,Aravind Bassi,,,,1982-07-18,Male,,33  Nishtha Villas  Kolkata   346219  West Bengal,,"33, Nishtha Villas, Kolkata - 346219, West Bengal",0,0,0,0,,0,,Indian,,,1982,39
31,Telecom,,Pankaj Mathur,,Seema Mathur,,1989-01-25,Male,,A 404 Sai Sundram Nalasopara west Palghar Mumbai 401209,,A 404 Sai Sundram Nalasopara west Palghar Mumbai-401209,0,441567638211,0,0,,0,,Indian,,,1989,32
32,Telecom,,Arjun Pai,,Revti,,1981-01-26,Male,,B/702  Sunlight Tower Bldg  Delhi  110028  Delhi,,"B/702, Sunlight Tower Beldg, Delhi, 110028, Delhi",0,331122445569,0,0,,0,,Indian,,,1981,40
33,Telecom,,Aryan Karthik Srinivas,Karthik Srinivas,,,1985-05-05,Male,,53/8  Magaddi Main Road  Kamakshipalya  Ambala  133001 Haryana,,"53/8, Magaddi Main Road, Kamakshipalya, Ambala, 133001 Haryana",CHNDK5324K,0,0,0,,0,,Indian,,,1985,36
34,Telecom,,Azhar Shanker,Ayushman,Anandi,Sheetal Shanker,1969-09-23,Male,,1501  15th Floor  Maker Chambers VI  Bangalore  560025  Karnataka,,"1501, 15th Floor, Maker Chambers VI, Bangalore, 560025, Karnataka",0,109080706052,0,0,,0,,Indian,,,1969,52
35,Telecom,,Bhavana Rattan,,Kanti Hajare,,1985-07-17,Female,,1/22  Whs Timber Market  Hyderabad  500001  Andhra Pradesh,,"1/22, Whs Timbeer Market, Hyderabad, 500001, Andhra Pradesh",0,0,0,0,,0,,Indian,,,1985,36
36,Telecom,,Bhushan Jadhav,,Parvati Jadhav,,1978-12-20,Male,,Flat No  177  Raajas Society  Mulund  Mumbai   410026 Maharashtra,,"Flat No. 177, Raajas Society, Mulund, Mumbai - 410026 Maharashtra",SEMPJ5556L,0,0,0,,0,,Indian,,,1978,43
37,Telecom,,Brock,,Rita,,1981-04-10,Male,,202  Anant Appartment  Siyapura  Raopura  Vadodara 390001  Gujarat,,"202, Anant Appartment, Siyapora, Raopura, Vadodara 390001, Gujarat",0,105106107148,0,0,,0,,Indian,,,1981,40
38,Telecom,,Chandni A Mehan,Arman Javlekar,Indu Javlekar,Jay Mehan,1986-08-15,Female,,24  Saban Complex  resrdblr 25  Opp Imperial Hotel  Colaba  Mumbai  400005  Maharashtra,,"24, Saban Complex, resrdblr-25, Opp Imperial Hotel, Colba, Mumbai, 400005, Maharashtra",0,888786854484,0,0,,0,,Indian,,,1986,35
39,Telecom,,Chetan Mehul,Mehul Bhatti,,,1984-08-14,Male,,87  Bandra  Bandra West Mumabi 400050 Maharashtra,,"87, Bandra, Bandra West Mumabi,400050 Maharashtra",CDDFH1244B,0,0,0,,0,,Indian,,,1984,37
40,Telecom,,Chetan Amir ,Amir Mehta,,,1990-09-19,Male,,82  Borivali  Bhopal   539238  Madhya Pradesh,,"82, Borivali, Bhopal - 539238, Madhya Pradesh",UGGSK3214Q,0,0,0,,0,,,,,1990,31
41,Telecom,,Chetan,,Preshita Naik,,1979-09-10,Male,,94  HerPur  Gangapur   322201  Rajasthan,,"94, HerPur, Gangapur - 322201, Rajasthan",0,908877868584,0,0,,0,,,,,1979,42
42,Telecom,,Darshana JR,Jawahar Rao,Pushpa Rao,,1998-03-21,Female,B-,70  Sumit Heights  Yarwada Bikaner   349205  Rajasthan,,"70, Sumit Heights, Yarwada Bikaner - 349205, Rajasthan",PKGKP4546O,0,0,0,,0,,Indian,,,1998,23
43,Telecom,,Deepak Kapadia,Devraj Kapadia,Kavita Kapadia,Aarushi Kapadia,1981-10-21,Male,,48  Heena Society  Naresh Ganj Ranchi   296512  Jharkhand,,"48, Heena Society, Naresh Ganj Ranchi - 296512, Jharkhand",ABSTC9087D,109090705020,0,0,,0,,Indian,,,1981,40
44,Telecom,,Deepesh Chadha,Dinesh,,,1982-08-31,Male,,6  Maska Chawl  Sion Trombay Road  Near Yogi  Chennai 600049  Tamil Nadu,,"6, Maska Chawl, Sion Trombay Road, Near Yogi, Chennai 600049, Tamil Nadu",0,656669686971,0,0,,0,,Indian,,,1982,39
45,Telecom,,Pratik Apte,,,,1989-01-20,Male,,25  Niranjan Society  SK Road  Rajkot   283238  Gujarat,,"25, Niranjan Society, SK Road, Rajkot - 283238, Gujarat",0,0,0,0,,9898898988,,,,,1989,32
46,Telecom,,Prem Padagavakar,,,,1989-09-07,Male,,Flat No  12  Padmavathi Apartment  Main Rd  Gobichettiapalayam  Erode   638476  Tamil Nadu,,"Flat No. 12, Padmavathi Apartment, Main Rd, Gobichettiapalayam, Erode - 638476, Tamil Nadu",0,0,0,0,,0,,Indian,,,1989,32
47,Telecom,,Priyanka Bedi,,,,1978-06-25,Female,,15/2  Balram Apartment  Chennai  600002  Tamil Nadu,,"15/2, Balram Apartment, Chennai, 600002, Tamil Nadu",0,0,0,0,,2233445566,,,,,1978,43
48,Telecom,,Radha Thakur,,,,1980-01-11,Female,,15/60  Harikesh Apartment  Bangalore  560010  Karnataka,,"15/60, Harikesh Apartment, Bangalore, 560010, Karnataka",0,887789924433,0,0,,9812398123,,,,,1980,41
49,Telecom,,Rajnish Dar,,,,1985-07-25,Male,,35  Rishikesh Society  MG Road  Pilani   209640  Rajasthan,,"35, Rishikesh Society, MG Road, Pilani - 209640, Rajasthan",0,0,0,0,,0,,,,,1985,36
50,Telecom,,Ramadugula Sita Mahalakshmi,,,,1978-05-15,Female,,House No  101  Subhash Nagar  Gaziyabad   110085 Uttar Pradesh,,"House No. 101, Subhash Nagar, Gaziyabad - 110085 Uttar Pradesh",0,0,0,0,,0,,,,,1978,43
51,Telecom,,Dinesh Yadav,,Seeta Yadav,,1990-09-21,Male,,House No  25  Neelaya Society  Auto Market  Bhiwani   127021 Haryana,,"House No. 25, Nelaya Society, Auto Market, Hisar - 125001 Haryana",0,604050302010,0,0,,0,,Indian,,,1990,31
52,Telecom,,Durga Rakesh,Rakesh Khosla,,,1978-09-07,Female,B+,27/28 Woods Road  Anna Salai  Taran Taran 143401  Punjab,,"27/28 Woods Road, Anna Salai, Taran Taran,143401, Punjab",HKTPT5284F,124755443322,0,0,,0,,Indian,,,1978,43
53,Telecom,,Falguni Kant,,Dhwani Pant,,1983-08-31,Female,,1/a  1  Vasanthnagar  Borivali (e)  Mumbai  400092  Maharashtra,,"1/a, 1, Vasanthnagar, Borivali (e), Mumbai, 400092, Maharashtra",KLAPJ8455L,101133445568,0,0,,0,,Indian,,,1983,38
54,Telecom,,Gajendra V Thakkar,Vishnu,Kaumari,,1989-06-25,Male,,E/103 a Simala House  51 b Nepeasea Road  August Kranti Marg  Mumbai  400036,,"E/103-a Simala House, 51-b Nepeasea Road, August Kranti Marg, Mumbai, 400036",0,776655443355,0,0,,0,,Indian,,,1989,32
55,Telecom,,Gauransh,Mahesh,Sunita,Gauri,1990-09-21,Male,A+,87  Furniture Block  Kirti Nagar  Delhi 110015  Delhi,,"87, Furniture Block, Kirti Nagar, Delhi 110015, Delhi",APCRB6666G,353637383940,J4588138,0,,0,,Indian,,,1990,31
56,Telecom,,Gayatri MR,Mani Ranganathan,Rohini Ranganathan,Ganesh,1998-02-21,Female,,6/3 wareroad frazertown bangalore 5  Frrazer Town  Banglore 560005  Karnataka,,"6/3,wareroad,frazertown,bangalore-5, Frrazer Town, Banglore 560005, Karnataka",TRPJH8743V,875126127128,0,0,,0,,Indian,,,1998,23
57,Telecom,,Geetanjali Ayush Bali,Ayush Bhavalakar,,,1979-01-26,Female,,Narayan Bldg  Near Swami Narayan Temple  Dadar (c r )  Bombay  400014  Maharashtra,,"Narayan Bldg, Near Swami Narayan Temple, Dadar (c.r.), Bombay, 400014, Maharashtra",CDGER7654N,488786868585,0,0,,0,,Indian,,,1979,42
58,Telecom,,Giaan Menon,Gopal,Radhika,,1976-12-20,Male,,313/31412  25  Musium Road Bangalure  560025  Karnataka,,"313/31412, 25, Musium Road Bangalure, 560025, Karnataka",AACSR3421Q,123456789100,0,0,,0,,,,,1976,45
59,Telecom,,Indira D’Alia,Gangaram Chaturvedi,,,1988-07-18,Female,,F 151  Main Road  Near Ambedkar Gate  Sainath Road Hajiali  Mumbai  400034  Maharashtra,,"F-151, Main Road, Near Ambedkar Gate, Sainath Road,Hajiali, Mumbai, 400034, Maharashtra",0,445566778698,0,0,,022-10101010,,Indian,,,1988,33
60,Telecom,,R C Indrani ,,,,1978-12-20,Female,,15/16mgrdrdblr 1  Mahatma Gandhi Road  Bangalore  560001  Karnataka,,"15/16mgrdrdblr-1, Mahatma Gandhi Road, Bangalore, 560001, Karnataka",0,337711445252,0,0,,4587789658,,Indian,,,1978,43
61,Telecom,,Yadav Rakhi,,,,1990-09-21,Female,,3/3  19  Btm Layout  Bangalore  560029  Karnataka,,"3/3, 19, Btm Layout, Bangalore, 560029, Karnataka",0,0,0,0,,9239239239,,Indian,,,1990,31
62,Telecom,,Hora Inika ,Aditya Sawhney,,,1978-12-20,Female,,88  Hinjewadi  Vapi   396145  Gujarat,,"88, Hinjewadi, Vapi - 396145, Gujarat",0,557666443223,0,0,,9876543210,,Indian,,,1978,43
63,Telecom,,Mistry Iqbal ,,Raziya,,1977-12-20,Male,,1 7 659/26/1  Opp luna High School  Raopura  Bulandshahar 203001,,"1-7-659/26/1, Opp.luna High School, Raopura, Bulandshahar-203001",0,109111111113,0,0,,2413124142,,Indian,,,1977,44
64,Telecom,,S D Ishaan Bora,Shiv Bora,Disha Bora,,1980-01-22,Male,,A 5  578  Jitendra Jame  J J Road  Yadgir  585201  Karnataka,,"A-5, 578, Jitendra Jame, J J Road, Yadgir, 585201, Karnataka",0,445571123636,0,0,,9874561421,,Indian,,,1980,41
65,Telecom,,K Jaswant Gola,,,,1981-07-18,Male,,62 &63  Cp Ramasamy Road  Alwarpet  Jaisalmer  345001  Rajasthan,,"62 &63, Cp Ramasamy Road, Alwarpet, Jaisalmer, 345001, Rajasthan",0,129130131193,0,0,,6365523239,,Indian,,,1981,40
66,Telecom,,Iqbal Javed Bahri,,,,1981-08-31,Male,,4  Jeevanprem  Panchpakhadi  Nallasopara East  Mumbai 401209  Maharashtra,,"4, Jeevanprem, Panchpakhadi, Nallasopara East, Mumbai 401209, Maharashtra",0,137138139142,0,0,,75330741025,,Indian,,,1981,40
67,Telecom,,K Jayendra Lad,,,,1979-11-21,Male,,701 Jupiter Bldg  Hiranandani(c)  A 4th Cross Lane   Andheri (East) S O Mumbai 400069  Maharashtra,,"701 Jupiter Bldg, Hiranandani(c), A 4th Cross Lane,  Andheri (west) S.O Mumbai 400069, Maharashtra",ABRSC3214Q,123456899011,0,0,,5555666625,,Indian,,,1979,42
68,Telecom,,Jayesh VD Dyal,Vighnesh Dyal,Dipti Dyal,Jaya Dyal,1987-08-31,Male,,Flat No 304 3rd Floor St No 10  D V Arcade Main Road  Haridwar 249401 Uttarakhand,,"Flat No 304 3rd Floor St No 10, D V Arcade Main Road, Haridwar-249401,Uttarakhand",0,889998778687,0,0,,7854212325,,Indian,,,1987,34
69,Telecom,,Jwalaa Chadda,Jaikishan,Jaya,Vishal,1989-06-25,Female,,Flat No  144  Sejal Arcade   Amritsar 143001 Punjab,,"Flat No. 144, Sejal Arcade,  Amritsar,143001,Punjab",0,167974757318,0,0,,7534410717,,Indian,,,1989,32
70,Telecom,,RA Kajol Dewan,,,,1984-08-15,Female,,A 11  Naraina Indl Area  S Vivekanand Rd  MiraRoad (E) Mumbai  401074,,"A 11, Naraina Indl Area, S Vivekanand Rd, MiraRoad,(E) Mumbai, 401074",CDRKH1341B,665544332211,0,0,,4785475884,,Indian,,,1984,37
71,Telecom,,K Kalini Chadha,,,,1981-09-08,Female,,87  Kharadi  Bhilai  490001  Chhattisgarh,,"87, Kharadi, Bhilai- 490001, Chhattisgarh",0,445511123362,0,0,,7896544785,,Indian,,,1981,40
72,Telecom,,Kalyani Tata Murthy,,,,1979-01-19,Female,,Rto Main Road  Opp  Jhulelal Mandir  Varasia  Surat  335009  Gujarat,,"Rto Main Road, Opp. Jhulelal Mandir, Varasia, Surat, 335009, Gujarat",0,367712445524,0,0,,8520025887,,Indian,,,1979,42
73,Telecom,,A Kirti Prakash,,,,1981-08-31,Female,,127  A  Har Indl Est  Sun Mill Road Bikaner 334003 Rajasthan,,"127, A, Har Indl Est, Sun Mill Road,Bikaner,334003,Rajasthan",UTYRE7666B,886655774435,0,0,,6112945248,,Indian,,,1981,40
74,Telecom,,Lakshmi Desai,Bijoya Kabra,,,1980-01-10,Female,,95  Alaknanda Villas  PreshitaGarh Shilchar   788001  Assam,,"95, Alaknanda Villas, PreshitaGarh Shilchar - 788001, Assam",BCNER7891N,878886068587,0,0,,5655578879,ld@gmail.com,Indian,,,1980,41
75,Telecom,,Lalita Dutt,,,,1979-09-07,Female,,Jn2/5/a 2  Sector 10  Chickpet  Vasai Road East 401208 Maharashtra,,"Jn2/5/a-2, Sector 10, Chickpet, Vasai Road East,401208,Maharashtra",ALPOB3336G,0,0,0,,8878797884,,Indian,,,1979,42
76,Telecom,,Lina R Dugal,,,,1987-11-11,Female,,10  Virar  Bhopal  462004  Madhya Pradesh,,"10, Virar, Bhopal -462004, Madhya Pradesh",0,201020406062,0,0,,6342577889,,Indian,,,1987,34
77,Telecom,,Akash KR Mathur,,,,1989-11-12,Male,,17/18  Vihar  Rajnagar  Meerut 250002 Uttar Pradesh,,"17/18, Vihar, Rajnagar, Meerut,250002,Uttar Pradesh",0,201020405013,0,0,,4558699679,,Indian,,,1989,32
78,Telecom,,Arun JK Rao,,,,1985-12-22,Male,,Flat No 12 Sarita Vihar Bikaner 334003 Rajasthan,,"Flat No 12,Sarita Vihar,Bikaner,334003,Rajasthan",BYKQP7011C,311020405023,0,0,,4222544163,,Indian,,,1985,36
79,Telecom,,Singh Amar ,,,,1975-11-22,Male,,H NO 11/1 Radha Nagar Satna  485005 Madhya Pradesh,,"H NO 11/1 Radha Nagar Satna, 485005,Madhya Pradesh",0,321020405111,0,0,,7755331129,,Indian,,,1975,46
80,Telecom,,Seema Yadav,,,,1979-09-23,Female,,Plot No 25 Echelon Square  Sector 32 Grater Noida 201301 Uttar Pradesh,,"Plot No.25,Echelon Square, Sector,32,Grater Noida,201301,Uttar Pradesh",0,601020405027,0,0,,63655225238,,Indian,,,1979,42
81,Telecom,,Arun U Suman,,,,1984-03-20,Male,,H NO 1111  Leelawati  Patoriya Solan 173211  Himachal Pradesh  ,,"H NO 1111, Leelawati, Patoriya,Solan,173211, Himachal Pradesh  ",0,241020405333,0,0,,7245877885,,Indian,,,1984,37
82,Telecom,,Neha Panday,,,,1982-03-16,Female,,S N 18/19 Lane No  3 Om Sai Ganesh Nagar Satara 415001 Maharashatra,,"S.N.18/19 Lane No  3 Om Sai Ganesh Nagar Satara,415001,Maharashatra",BACDE1475E,203530405245,0,0,,8274858529,,Indian,,,1982,39
83,Telecom,,Sharma Ranveer ,,,,1991-10-10,Male,,Flat No  105  Raj Apartment  Indore   452001  MP,,"Flat No. 105, Raj Apartment, Indore - 452001, MP",0,612142402032,0,0,,6152422429,,Indian,,,1991,30
84,Telecom,,S R Rajesh Gangwar,,,,1986-02-12,Male,,Flat No 17  Shastri Nagar Meerut 250004 Uttar Pradesh,,"Flat No 17, Shastri Nagar,Meerut,250004,Uttar Pradesh",0,887789475870,0,0,,46475869771,,Indian,,,1986,35
85,Telecom,,Soni Rakesh Dubey,Kapil Dubey,Sarita Dubey,Rakesh Dubey,1984-04-13,Female,,76  Veena Destany Thane 400080  Maharastra ,,"76, Veena Destany,Thane,400080, Maharastra ",0,981635523661,0,0,,4768698876,,Indian,,,1984,37
86,Telecom,,Neha Pingle,,,,1987-09-05,Female,,Flat No 12 Wing A OM Sai Apt  OM Nagar Vasai West Mumbai 401202 Maharashtra,,"Flat No 12 Wing A,OM Sai Apt, OM Nagar Vasai West,Mumbai,401202,Maharashtra",0,311768699633,0,0,,6363632530,,Indian,,,1987,34
87,Telecom,,RR Kiran Mistrry,Ramesh Mistry,,,1980-03-10,Male,,Yogi COHS  B Wing  Flat No 202 60 Feet Road Delhi Cant  110012 Delhi,,"Yogi COHS, B Wing, Flat No 202,60 Feet Road,Delhi Cant, 110012,Delhi",0,674557488727,0,0,,2423252630,,Indian,,,1980,41
88,Telecom,,Gurjeet Singh,,,,1980-03-12,Male,,SEC 21 2nd Floor  B Block Ranjit Avenue Malad East 400097 Mumbai Maharashtra,,"SEC-21 2nd Floor ,B-Block Ranjit Avenue,Malad East,400097,Mumbai,Maharashtra",0,656968855645,0,0,,7112231714,,Indian,,,1980,41
89,Telecom,,Gupta Ganheet,,,,1980-05-20,Male,,H No 233 Gali No 1  Rajendra Nagar 800016 Patna  Bihar,,"H No 233,Gali No 1, Rajendra Nagar,800016,Patna, Bihar",0,851247155745,0,0,,7120404546,,Indian,,,1980,41
90,Telecom,,Rina Sant,,,,1979-07-17,Female,,M Wing  H No 281 Sanjay Nagar Jhansi 284002 Uttar Pradesh,,"M Wing, H No 281,Sanjay Nagar,Jhansi,284002,Uttar Pradesh",0,799875566323,0,0,,5545575586,,Indian,,,1979,42
91,Telecom,,Kapil Singh,,,,1981-02-12,Male,,Ground Floor Flat No  10 Olympica Soc Rohini sec 24  New Delhi 110042,,"Ground Floor,Flat No, 10,Olympica Soc,Rohini sec 24, New Delhi,110042",0,764674455865,0,0,,7575767177,,Indian,,,1981,40
92,Telecom,,Rahul Khanna,,,,1978-01-30,Male,,107 Defence Colony Phase II Bakori Rd Wagholi  Pune 412207 Maharashtra,,"107,Defence Colony Phase II,Bakori Rd,Wagholi, Pune,412207,Maharashtra",0,711223322012,0,0,,71220404547,,Indian,,,1978,43
93,Telecom,,Sunil Ravet,,,,1978-04-15,Male,,503 Block B Aggrawal Society Vasai East 401208 Palghar  Maharashtra,,"503 Block B,Aggrawal Society,Vasai East,401208,Palghar, Maharashtra",0,734223322145,0,0,,5745575859,,Indian,,,1978,43
94,Telecom,,Deeplata B Suman,,,,1981-06-14,Female,,678/2  Gali No 6 Jhilmil Colony Rajnagar Indor 452002 Madhya Pradesh,,"678/2, Gali No 6,Jhilmil Colony,Rajnagar,Indor,452002,Madhya Pradesh",0,520477784453,0,0,,7575767178,,Indian,,,1981,40
95,Telecom,,Pankaj M Mathur,,,,1985-10-25,Male,,59/D Simla House Nepeasea Road  August Kranti Marg  Mumbai  400036,,"59/D-Simla House, Station Road,Shivaji Nagar, Pune,411005,Maharashtra",0,414223322111,0,0,,73230404548,,Indian,,,1985,36
96,Telecom,,MR Rajeev Chopda,,,,1979-06-08,Male,,226 City Centre  Near Jaber Bus Stand Bulandshahar 203001 Uttar Pradesh,,"226 City Centre, Near Jaber Bus Stand,Bulandshahar,203001,Uttar Pradesh",0,454223322245,0,0,,5775575852,,Indian,,,1979,42
