Sr._No.,KYC_Attributes,Surname,Name,Father_Name,Mother_Name,Spouse_Name,Date_of_Birth,Gender,Blood_Group,Home_Address,Office_Address,Communication_Address,PAN_no,Aadhar_no,Passport_no,BankAcDetails,CreditCard,Mobile_No,Email_Id,Nationality,Voter_Card_ID,DL,year_of_Birth,Age
11,Company KYC,,Jwala Jaikishan Jaya Chadda,Jaikishan,Jaya,Vishal,1989-06-25,Female,O+,Flat No  144  Sejal Arcade   Lucknow 226001 Uttar Pradesh,"Giga Space IT Park Internal Rd Viman Nagar,Pune,411014,Maharashtra","Flat No. 144, Sejal Arcade,  Lucknow,226001,Uttar Pradesh",CBCBA7543E,167974757322,0,3112012320130120,,7534410712,jjjc@gmail.com,Indian,,,1989,32
12,Company KYC,,Kajol Rahul Aahana Dewan,Rahul Gaykwad,Aahana  Gayakwad,HariOm Dewan,1984-08-15,Female,B+,A 11  Naraina Indl Area  S Vivekanand Rd  VileParle(w)  Mumbai  400056,"Godrej Complex No.12, L B S Marg Vikhroli west,Mumbai-400079","A 11, Naraina Indl Area, S Vivekanand Rd, VileParle(w), Mumbai, 400056",CDRKH1144F,665544332214,0,2060258036901470,,2583247854,krad@gmail.com,Indian,,,1984,37
13,Company KYC,,Kalini Krishna Urmistha Chadha,Krishna Bose,Urmistha Bose,Sunita Chadha,1979-09-08,Female,B+,87  Kharadi  Bijnor   246701  Uttar Pradesh,"WNS Global Service Private Limited,Viman Nagar,Pune,411014,Maharashtra","87, Kharadi, Bijnor - 246701, Uttar Pradesh",AGLNB3536G,445511123376,0,22455421147232,,7896544789,kkuc@gmail.com,Indian,,,1979,42
14,Company KYC,,Kalyani Pratyush Kirtida Tata,Pratyush Murthy,Kirtida Murthy,Kalyan Tata,1979-01-19,Female,O+,Rto Main Road  Opp  Jhulelal Mandir  Varasia  Aanad  388001  Gujarat,"Ground Floor,IT Tower 4 Indroda Cir,Gandhinagar,382009,Gujarat","Rto Main Road, Opp. Jhulelal Mandir, Varasia, Aanad, 388001, Gujarat",LCGPK4146O,367712445526,0,54444421147232,,8520025882,kpt@gmail.com,Indian,,,1979,42
15,Company KYC,,Amrit Sukanya Kirti Prakash,Amrit Devdhar,Sukanya Devdhar,Bhima Prakash,1981-08-31,Female,B+,127  A  Har Indl Est  Sun Mill Road  Bhopal 462001 MadayPradesh,"Rajiv Gandhi Chandigarh Technology Park,Chandigarh-160101","127, A, Har Indl Est, Sun Mill Road, Bhopal,462001,MadayPradesh",UTYRE6765T,886655711138,0,22433331147232,,6578945247,askp@gmail.com,Indian,,,1981,40
16,Company KYC,,Bijoya Lakshmi Muktai Desai,Bijoya Kabra,Muktai Kabra,Jaydev Desai,1980-01-10,Female,o+,95  Alaknanda Villas  PreshitaGarh Guna 473001 Madhya pradesh,"Srijan-01,Ground Floor, Crystal IT Park,Indor,45201,Madhya pradesh","95, Alaknanda Villas, PreshitaGarh,Guna,473001,Madhya pradesh",BCNER7896N,878886068590,0,444455221415,,5544778878,blmd@gmail.com,Indian,,,1980,41
17,Company KYC,,Lalita Bhima Richa Dutt,Bhima Sanyal,Richa Sanyal,Navin Dutt,1979-09-07,Female,B+,Jn2/5/a 2  Sector 10  Chickpet  Pashan Road Pune 411008 Maharashtra,"Indrapuri colony, Bhanwar Kuwa,Indor,452014,Madhyapradesh","Jn2/5/a-2, Sector 10, Chickpet, Pashan Road,Pune,411008,Maharashtra",AOLPB3336G,445511223365,0,403924756247,,8878797889,lbrd@gmail.com,Indian,,,1979,42
18,Company KYC,,Lina Raman Varsha Dugal,Raman Dhingra,Varsha Dhingra,Ramesh Dugal,1987-11-11,Female,B+,10  Virar  Shivpuri   473551  Madhya Pradesh,"Best IT Services Top Web & Mobile App Development Company Indor,452001,Madhya Pradesh","10, Virar, Shivpuri - 473551, Madhya Pradesh",CEPDE4514F,201020406066,0,611124756247,,6242577885,lrvd@gmail.com,Indian,,,1987,34
19,Company KYC,,Kamlesh Akash Renu Mathur,Kamlesh Mathur,Renu Mathur,Kavita Mathur,1989-11-12,Male,B+,17/18  Vihar  Rajnagar  Firozabad 283203 Uttar Pradesh,"Galaxy Business Park, Block A, Sector 62,Noida,Uttar Pradesh-201309","17/18, Vihar, Rajnagar, Firozabad,283203,Uttar Pradesh",ECPDE2147A,201020405031,0,201425541228,,4758699685,karm@gmail.com,Indian,,,1989,32
20,Company KYC,,Arun Jitendra Kavita Rao,Jitendra Rao,Kavita Rao,Rani Rao,1985-12-22,Male,A+,Flat No 12 Sarita Vihar Panvel 410209 Maharashtra,"Plot No 1, Aroli Knowledge Park Rd,Airoli Navi Mumbai,400708,Maharashtra","Flat No 12,Sarita Vihar,Panvel,410209,Maharashtra",YBKPQ7013C,314320405035,0,427755886621,,2222144112,ajkr@gmail.com,Indian,,,1985,36
21,Company KYC,,Amar Rajendra Kavita Singh,Rajendra Singh,Kavita Singh,Suman Singh,1975-11-22,Male,B+,H NO 11/1 Radha Nagar Guna 473001 Madhya Pradesh,"Plot No 3,MIDC Area, Aroli East, Navi Mumbai, 400708,Maharashtra","H NO 11/1 Radha Nagar Guna,473001,Madhya Pradesh",DEPDE2225G,321020405145,0,963085207416,,7755331144,arks@gmail.com,Indian,,,1975,46
22,Company KYC,,Seema Rampal Renu Yadav,Rampal Yadav,Renu Yadav,Sita Yadav,1979-09-23,Female,O+,Plot No 25 Echelon Square  Sector 32 Kanpur  208002 Uttar Pradesh,"HCL IT City Block no 3,Mastemau Sultanpur Road, Lucknow,226002,Uttar Prades","Plot No.25,Echelon Square, Sector,32,Kanpur, 208002,Uttar Pradesh",YRBQP4015D,6010204051279,0,24242323252529,,6365522523,srry@gmail.com,Indian,,,1979,42
23,Company KYC,,Arun Umardas Suman,Umardas Dinkar,Jaidevi Dinkar,Bhagayshree,1984-03-20,Male,AB+,H NO 1111  Leelawati  Patoriya Moradabad 244001 Uttar Pradesh,Hinjewadi Ph-1 Rajiv Gandhi Infotech Park Pimpri-Chinchwad Maharashtra-411057,"H NO 1111, Leelawati, Patoriya,Moradabad,244001,Uttar Pradesh",BNTQP4373C,341020405324,0,47144224455647,,7245877880,aua@yahoo.vom,Indian,,,1984,37
24,Company KYC,,Neha Rajeev Seema Panday,Rajeev Panday,Seema Panday,Ritika Panday,1982-03-16,Female,B+,S N 18/19 Lane No  3 Om Sai Ganesh Nagar Nashik 422001 Maharashatra,Hinjewadi Ph-2 Rajiv Gandhi Infotech Park Pimpri-Chinchwad Maharashtra-411057,"S.N.18/19 Lane No  3 Om Sai Ganesh Nagar Nashik,422001,Maharashatra",CABDE7542T,250330405224,0,68698556699632,,8274858521,nrsp@gmail.com,Indian,,,1982,39
25,Company KYC,,Ranveera Arun Vinita Sharma,Arun Sharma,Vinita Sharma,Teena Sharma,1991-10-10,Male,B+,House No  101  Savitri Nagar  Saket 110017  Delhi,"DLF Cybercity, Gurgaon 122002,Haryana","House No. 101, Savitri Nagar, Saket,110017, Delhi",GSNPH1271R,612142402036,0,72332332211014,,6352422425,ravs@gmail.com,Indian,,,1991,30
26,Company KYC,,Rajesh Santosh Rita Gangwar,Santosh Gangwar,Rita Gangwar,Vijeta Gangwar,1986-02-12,Male,O+,Flat No 17 Dadri 201311  Noida  Uttar Pradesh ,"3rd Floor, Wing A, Cyber City,Hadapsar,Pune,411028,Maharashtra","Flat No 17,Dadri,201311, Noida, Uttar Pradesh ",JRWET2298Y,887229475871,0,481871166994,,4247586974,rsrg@gmail.com,Indian,,,1986,35
27,Company KYC,,Soni Rakesh Dubey,Kapil Dubey,Sarita Dubey,Rakesh Dubey,1984-04-13,Female,A-,76  Veena Society  Krishna Nagar  Bina 470113 Madhya Pradesh,"Amanora Park Town,Hadapsar,Pune,411028,Maharashtra","76, Veena Society, Krishna Nagar, Bina,470113,Madhya Pradesh",FGSDA5826G,981665423664,0,877996699882,,4758699874,srd@gmail.com,Indian,,,1984,37
28,Company KYC,,Neha Raj Pingle,Dinesh Pingle,Sarika Pingle,Raj Pingle,1987-09-05,Female,A-,Flat No 12 Wing A Basai Police Chowki  Tajnagari Agra 282004 Uttar Pradesh,"Mahinadra Acadamy Mahinadra Nagar Malad Eest,Mumbai,400097,Maharashtra","Flat No 12 Wing A,Basai Police Chowki, Tajnagari Agra,282004,Uttar Pradesh",OPUIY1111F,311768699614,0,200012341229,,6363632525,nrp@yahoo.com,Indian,,,1987,34
29,Company KYC,,Kiran Ramesh Ropa Mistrry,Ramesh Mistry,Ropa Mistry,Rena Mistry,1980-03-10,Male,A-,Yogi COHS  B Wing  Flat No 202 60 Feet Road Pimpri Colony Pune  411017 Maharashtra,"119,GIDC,Kathwada,Road No 6, Mumbai,400009,Maharashtra","Yogi COHS, B Wing, Flat No 202,60 Feet Road,Pimpri Colony,Pune, 411017,Maharashtra",QASAS3664R,673557488745,0,4142434546368,,2023252624,krrm@gmail.com,Indian,,,1980,41
30,Company KYC,,Harpreet Gurjeet Singh,Harpreet Singh,Sonali Singh,Saveta Singh,1980-03-12,Male,AB+,SEC 21 2nd Floor  B Block Ranjit Avenue Punchkula 134112 Haryana,"NTR Gardens,Khairtabad,Hyderabad,Telangana,500004","SEC-21 2nd Floor ,B-Block Ranjit Avenue,Punchkula,134112,Haryana",YBUTT41126L,655965655645,0,434254544143,,7100001712,hgs@gmail.com,Indian,,,1980,41
31,Company KYC,,Janhit Vinod Priti Gupta,Vinod Gupta,Priti Gupta,Sarika Gupta,1981-05-15,Male,AB+,H No 233 Gali No 1 Satha Near Bandh  Bulandshahar 203001 Uttarpradesh,"BEL,Maharajpur, Sahibabad,201010,Uttar Pradesh","H No 233,Gali No 1,Satha Near Bandh, Bulandshahar,203001,Uttarpradesh",SKGNJ3421L,851247155748,0,437212142234,,7120404540,jvpg@gmail.com,Indian,,,1981,40
32,Company KYC,,Reena Roop Sant,Roop Sant,Savita Sant,Rakesh Singh,1979-07-17,Female,B+,M Wing  H No 281 Sanjay Nagar Agra 282003 Uttar Pradesh,,"M Wing, H No 281,Sanjay Nagar,Agra,282003,Uttar Pradesh",OLPIT5445K,799875566365,0,554247424127,,5545575854,rrs@gmial.com,Indian,,,1979,42
33,Company KYC,,Kapil Hetentra Rita Singh,Hetentra Singh,Rita Singh,Neelam Singh,1981-02-12,Male,O+,Ground Floor Flat No  10 Olympica Soc Hazratganj 226001 Lucknow Uttar Pradesh,"ITI Mirzapur Road Naini, Prayagraj,211010,Uttar Pradesh","Ground Floor,Flat No, 10,Olympica Soc,Hazratganj,226001,Lucknow,Uttar Pradesh",ACBGH8758K,768674555867,0,615140301015,,7475767172,khrs@yahoo.com,Indian,,,1981,40
34,Company KYC,,Rahul Sudheer Khanna,Sudhir Khanna,Rekha Khanna,Sonika Khanna,1978-01-30,Male,O+,107 Defence Colony Meerut 250001 Uttar Pradesh,"Old Mahabalipuram Rd,Kumaran Nagar,Kamaraj Nagar,Semmancheri,Chennai,Tamil Nadu,600119","107,Defence Colony,Meerut,250001,Uttar Pradesh",FDGAS66524J,711223322014,0,4372121421355,,7122040454,rsk@gmail.com,Indian,,,1978,43
35,Company KYC,,Sunil Dhiraj Ravet,Dhiraj Ravet,Neha Ravet,Nikita Ravet,1981-04-15,Male,A-,503 Block B Marathon Nexworld Baner Pune 411045 Maharashtra,"1st Floor, Khandge Empire,Fun Square, Talegaon Dabhade, Pune,410506,Maharashtra","503 Block B,Marathon Nexworld,Baner,Pune,411045,Maharashtra",XZVCB4466N,734223322147,0,566646424127,,5745575854,sdr@gmail.com,Indian,,,1981,40
36,Company KYC,,Deeplata Jitendra Suman,Balaram Suman,Priti Suman,Jitendra Suman,1981-06-14,Female,O+,678/2  Gali No 6 Jhilmil Colony Santi Vihar  Jhansi  284003 Uttar Pradesh,"HCL,RT Nagar,Bangalore,560063,Karnataka","678/2, Gali No 6,Jhilmil Colony,Santi Vihar, Jhansi, 284003,Uttar Pradesh",NMCVB2467V,520477784456,0,615140321315,,7575767173,djs@gmail.com,Indian,,,1981,40
37,Company KYC,,Pankaj Mansingh Seema Mathur,Mansingh Mathur,Seema Mathur,Arachana Mathur,1987-10-25,Male,O+,59/D Simla House Nepeasea Road  August Kranti Marg  Mumbai  400036,"Plot No 1,Hadapsar Industrial Estate, Hadapsar, Pune,Maharashtra-411013","59/D-Simla House,Nepeasea Road, August Kranti Marg, Mumbai, 400036",AZSXD2488J,414223322221,0,47212142134,,7323040454,pms@fakemail.com,Indian,,,1987,34
38,Company KYC,,Rajeev Mahesh Chopda,Mahesh Chopda,Rakhi Chopda,Rani Chopda,1979-06-08,Male,A-,226 City Centre  Opp  Guru Nanak Bhawan  Near Bus Stand  Amritsar  Punjab 143001,"A Wing 4th Floor, Durian Estate,Western EXP Hwy, Goregaon, Mumbai,Maharastra-400063","226 City Centre, Opp, Guru Nanak Bhawan, Near Bus Stand, Amritsar, Punjab-143001",CVBZX3844M,454223322247,0,546247424127,,5775575857,rmc@fakemail.com,Indian,,,1979,42
39,Company KYC,,Ankur Dinesh Abha Jadhav,Dinesh Jadhav,Aabha Jadhav,Deepa Jadhav,1976-12-20,Male,O+,Plot 16 Grount Floor  Amar Stambh Zone 1  MP Nagar Jabalpur Madhya Pradesh 482004,"HPCL,B D Patil Marg, Chembur East, Mumbai-400074","Plot 16,Grount Floor, Amar Stambh,Zone 1, MP Nagar Jabalpur,Madhya Pradesh-482004",KLDFB2629V,580477784458,0,682840351816,,7554233994,adaj@gmail.com,Indian,,,1976,45
40,Company KYC,,Tiwari Megha Roop Manju,Roop Tiwari,Manju Tiwari,Rajesh Tiwari,1976-04-15,Female,O+,34/35 Mathura Vihar  Nr Vijay Nagar  Kanchan Vihar Gaya Bihar 823004,"Infosys,Hadapsar Industrial Estate, Hadapsar, Pune,Maharashtra-411013","34/35 Mathura Vihar, Nr Vijay Nagar, Kanchan Vihar Gaya,Bihar-823004",SXDAQ1433P,543223322357,0,67212842636,,9713099669,tmrm@fakemail.com,Indian,,,1976,45
41,Company KYC,,Mohit Mahesh Yadav,Mahesh Yadav,Rani Yadav,Rakhi Yadav,1979-06-08,Male,A-,Plot No26 7 Mantri Wadi S Vivekanand Road  Cachar Assam 788007,"N Wing 2th Floor, Durian Estate,Western EXP Hwy, Goregaon, Mumbai,Maharastra-400063","Plot No26-7 Mantri Wadi,S Vivekanand Road ,Cachar-Assam-788007",KEBTQ4694L,255233222462,0,566647424124,,9420457844,mmy@gmail.com,Indian,,,1979,42
42,Company KYC,,Ankur Dinesh Abha Kumri,Dinesh Kurmi,Aabha Kurmi,Deepa Kurmi,1976-12-20,Male,O+,Plot 125 Grount Floor  Amar Stambh Zone 1  Mohan Nagar Kalyan West Maharashtra 421301,"B D Patil Marg, Chembur East, Mumbai-400074","Plot 125,Grount Floor, Amar Stambh,Zone 1, Mohan Nagar,Kalyan West,Maharashtra-421301",UHDCB1765C,534477784458,0,192840301815,,7104237858,adak@fakemail.com,Indian,,,1976,45
43,Company KYC,,Tiwari Pooja Vijay Manju,Vijay Tiwari,Manju Tiwari,Hemandra  Tiwari,1976-04-11,Female,O+,06  Sangam Commercial Complex Gaya Railway Road Gaya Bihar 823004,"HFC,Hadapsar Industrial Estate, Hadapsar, Pune,Maharashtra-411013","06, Sangam Commercial Complex,Gaya Railway Road,Gaya,Bihar-823004",ZLOPM3437E,544712244125,0,60212842636,,9213099669,tpvm@fakemail.com,Indian,,,1976,45
44,Company KYC,,Mohit Mahesh Malik,Mahesh Malik,Rani Malik,Rakhi Malik,1979-06-18,Male,A-,H No 147 Mantri Wadi S Vivekanand Road  Cachar Assam 788007,"A,Wing 2th Floor, Hiranandani,Western EXP Hwy, Goregaon, Mumbai,Maharastra-400063","H No 147 Mantri Wadi,S Vivekanand Road ,Cachar-Assam-788007",XSDTQ4596T,731133222415,0,420147424127,,9420457844,mm@gmail.com,Indian,,,1979,42
45,Company KYC,,Kuldeep Dipendra Anita Saini,Dipendra Saini,Anita Saini,Deepa Saini,1976-12-20,Male,O+,25 Grount Floor  Amar Stambh Zone 1  Mohan Nagar Kalyan West Maharashtra 421301,"DY Patil Marg, Chembur East, Mumbai-400074","25,Grount Floor, Amar Stambh,Zone 1, Mohan Nagar,Kalyan West,Maharashtra-421301",UHDCB1765C,535477785458,0,192840301815,,7224237858,kda@fakemail.com,Indian,,,1976,45
46,Company KYC,,Gautam Sarita Ramesh Mita,Ramesh Gautam,Mita Gautam,Pushpendra  Gautam,1978-04-23,Female,O+,6 Jayshree  Shankar Soc Mira Road East Mumbai Maharashtra 401074,"Croma,Hadapsar Industrial Estate, Hadapsar, Pune,Maharashtra-411013","6 Jayshree, Shankar Soc,Mira Road East,Mumbai,Maharashtra-401074",MQMAL5722E,656301233216,0,64212842634,,9413099669,gsrm@gmail.com,Indian,,,1978,43
47,Company KYC,,Nitin Nilesh Rekha Singh,Nilesh Singh,Rekha Singh,Neelam Singh,1982-01-15,Male,B+,250 Jatia Kalewadi Phata Pimpri Pune  Maharashtra 413801,"L,Wing 2th Floor, Hiranandani,Western EXP Hwy, Andheri, Mumbai,Maharastra-400063","250 Jatia,Kalewadi Phata,Pimpri,Pune, Maharashtra-413801",TRBQT4591H,711433222414,0,420147424127,,3612382382,nnrs@fakemail.com,Indian,,,1982,39
48,Company KYC,,Rajnesh Rajendra Anita Thakur,Rajendra Thakur,Anita Thakur,Deepa Thakur,1976-12-20,Male,O+,B 183 Rajaji Puram Bhusawal  Maharashtra 425203,"401,Utsav Celebration CHS, Vastu Vihar, Sec 16,Kharghar Navi Mumbai,Maharashtra-410210","B-183,Rajaji Puram,Bhusawal, Maharashtra-425203",GGYHE6231K,585477784457,0,376840301846,,3245577812,rra@fakemail.com,Indian,,,1976,45
49,Company KYC,,Gautam Nikita Ramesh Meena,Ramesh Gautam,Meena Gautam,Hemant  Gautam,1981-05-15,Female,O+,6b Sultan Alam Road Mira Road East Mumbai Maharashtra 401074,"Shree Industrial Estate,VP Road,Dombivli,Maharashtra-421201","6b,Sultan Alam Road,Mira Road East,Mumbai,Maharashtra-401074",ASQBV4435E,655801233218,0,48282142637,,9125299655,gnrm@fakemail.com,Indian,,,1981,40
50,Company KYC,,Suraj Rajveer Rekha Shah,Rajveer Shah,Rekha Shah,Neelam Shah,1982-10-10,Male,B+,16/3 Jagannathan Road Kalewadi Phata Pimpri Pune  Maharashtra 413801,"401,Cosmos Park M G Road, Borivali East Mumbai,Maharashtra-400066","16/3 Jagannathan Road,Kalewadi Phata,Pimpri,Pune, Maharashtra-413801",DTBRQ3678L,717903222419,0,420147424127,,3612382382,nnrs@fakemail.com,Indian,,,1982,39
51,Company KYC,,Jitendra Rajendra Anita Kajla,Rajendra Kajla,Anita Kajla,Deepa Kajla,1976-12-20,Male,O+,C 35 Udyogpuram Industrial Estate Bhusawal  Maharashtra 425203,"Sec-17,Khanda Colony, Panvel,Navi Mumbai, Maharashtra-410206","C-35,Udyogpuram Industrial Estate,Bhusawal, Maharashtra-425203",FYKTR1155K,334477784453,0,132840301813,,3165577817,jrka@fakemail.com,Indian,,,1976,45
52,Company KYC,,Satpal Pawan Rakesh Manshi,Rakesh Satpal,Manshi Satpal,Niraj  Satpal,1981-06-15,Male,O+,16 Hari Om Heritage  Sector 21 Plot No8 Mira Road East Mumbai Maharashtra 401074,"Alexandra and Pal Estates Pvt. Ltd,Karjat (E), Maharashtra-410201","16,Hari Om Heritage, Sector 21,Plot No8,Mira Road East,Mumbai,Maharashtra-401074",QSMAL2112E,695571233270,0,43262142633,,2207742560,sprm@fakemail.com,Indian,,,1981,40
53,Company KYC,,Jay Rajvir Renu Vora,Rajvir Vora,Renu Vora,Nilima Vora,1982-10-10,Male,B+,B/103 Asmita Cres  Nr Asmita Club  Pimpri Pune  Maharashtra 413801,"Ground Floor, Arihant Tower,Karjat,Maharashtra-410201","B/103,Asmita Cres, Nr Asmita Club,,Pimpri,Pune, Maharashtra-413801",QDTBR5678J,933733222413,0,323147424327,,3712382382,jrrv@fakemail.com,Indian,,,1982,39
54,Company KYC,,Vardan Rajendra Anita Sharma,Rajendra Sharma,Anita Sharma,Deepa Sharma,1976-12-20,Male,O+,C 35 Udyogpuram Industrial Estate Bhusawal  Maharashtra 425203,"Sec-17,Khanda Colony, Panvel,Navi Mumbai, Maharashtra-410206","C-35,Udyogpuram Industrial Estate,Bhusawal, Maharashtra-425203",TFYKR1855K,3364477784456,0,432840301814,,3265577812,vras@fakemail.com,Indian,,,1976,45
55,Company KYC,,Parab Shabdantika Rakesh Manshi,Rakesh Parab,Manshi Parab,Niraj  Parab,1983-03-15,Female,O+,A/601 DSK Saraswati Vaishet Pada No8 Mira Road East Mumbai Maharashtra 401074,"Alexandra and Pal Estates Pvt. Ltd,Khopoli, Maharashtra-410201","A/601,DSK Saraswati,Vaishet Pada No8,Mira Road East,Mumbai,Maharashtra-401074",JHBNM2112E,706540985688,0,49262142639,,7207742561,psrm@fakemail.com,Indian,,,1983,38
56,Company KYC,,Hasti Rajvir Renu Vora,Rajvir Vora,Renu Vora,Nilima Vora,1982-10-10,Female,B+,H No 17 Sunder Prakash Co hsg society Pimpri Pune  Maharashtra 413801,"Ground Floor, Arihant Tower,Kalyan,Maharashtra-410201","H No-17 Sunder Prakash Co.hsg.society,Pimpri,Pune, Maharashtra-413801",TGFRD5678J,685817151028,0,343147424324,,2382371238,hrv@fakemail.com,Indian,,,1982,39
57,Company KYC,,Rikita Rajendra Anita Modi,Rajendra Modi,Anita Modi,Dipak Modi,1976-12-20,Female,O+,Plot No F 7  Industrial Area Bhusawal  Maharashtra 425203,"Sec-11,Khanda Colony, Panvel,Navi Mumbai, Maharashtra-410206","Plot No F-7, Industrial Area,Bhusawal, Maharashtra-425203",KRTFY9855K,541859517694,0,472840301819,,9480644270,rram@fakemail.com,Indian,,,1976,45
58,Company KYC,,Dhawan Adwait Anil Manisha,Anil Dhawan,Manisha Dhawan,Nilam  Dhawan,2001-02-15,Male,O+,D/521 Visava CHS Haji Bapu Road Dahisar Mumbai Maharashtra 401074,"3/2, Vannier Street, Armenian St, Next to, Parry's Corner, Chennai, Tamil Nadu 600001","D/521,Visava CHS Haji Bapu Road,Dahisar,Mumbai,Maharashtra-401074",NMJHB4343R,336425348693,0,496548426568,,7267742575,daam@fakemail.com,Indian,,,2001,20
59,Company KYC,,Kanishka Kaustubh Richa Khopar,Kaustubh Khopar,Richa Khopar,Nihal Khopar,1985-09-11,Female,B+,A/33 Kailashchandra CHS LTD Mahindra Nagar Kohlapur Maharashtra 413801,"102, Roop Kamal Building, C-55, Sarojini Marg, Jaipur, Rajasthan 302001","A/33,Kailashchandra CHS LTD,Mahindra Nagar,Kohlapur,Maharashtra-413801",ERFRD2678R,277757497247,0,383847823858,,5382371235,kkrk@fakemail.com,Indian,,,1985,36
